REF_DATE,GEO,Number_of_Households
2030-04-01,Manitoba,612
2030-04-01,New Brunswick,343
2030-04-01,Newfoundland and Labrador,218
2030-04-01,Ontario,6426
2030-04-01,Prince Edward Island,74
2030-04-01,Quebec,4094
2030-04-01,Canada,17470
2030-05-01,Alberta,2338
2030-05-01,British Columbia,2387
2030-05-01,Manitoba,612
2030-05-01,New Brunswick,343
2030-05-01,Newfoundland and Labrador,218
2030-05-01,Ontario,6426
2030-05-01,Prince Edward Island,74
2030-05-01,Quebec,4094
2030-05-01,Canada,17470
2030-06-01,Alberta,2338
2030-06-01,British Columbia,2387
2030-06-01,Manitoba,612
2030-06-01,New Brunswick,343
2030-06-01,Newfoundland and Labrador,218
2030-06-01,Ontario,6426
2030-06-01,Prince Edward Island,74
2030-06-01,Quebec,4094
2030-06-01,Canada,17470
2030-07-01,Alberta,2338
2030-07-01,British Columbia,2387
2030-07-01,Manitoba,612
2030-07-01,New Brunswick,343
2030-07-01,Newfoundland and Labrador,218
2030-07-01,Ontario,6426
2030-07-01,Prince Edward Island,74
2030-07-01,Quebec,4094
2030-07-01,Canada,17470
2030-08-01,Alberta,2338
2030-08-01,British Columbia,2387
2030-08-01,Manitoba,612
2030-08-01,New Brunswick,343
2030-08-01,Newfoundland and Labrador,218
2030-08-01,Ontario,6426
2030-08-01,Prince Edward Island,74
2030-08-01,Quebec,4094
2030-08-01,Canada,17470
2030-09-01,Alberta,2338
2030-09-01,British Columbia,2387
2030-09-01,Manitoba,612
2030-09-01,New Brunswick,343
2030-09-01,Newfoundland and Labrador,218
2030-09-01,Ontario,6426
2030-09-01,Prince Edward Island,74
2030-09-01,Quebec,4094
2030-09-01,Canada,17470
2030-10-01,Alberta,2338
2030-10-01,British Columbia,2387
2030-10-01,Manitoba,612
2030-10-01,New Brunswick,343
2030-10-01,Newfoundland and Labrador,218
2030-10-01,Ontario,6426
2030-10-01,Prince Edward Island,74
2030-10-01,Quebec,4094
2030-10-01,Canada,17470
2030-11-01,Alberta,2338
2030-11-01,British Columbia,2387
2030-11-01,Manitoba,612
2030-11-01,New Brunswick,343
2030-11-01,Newfoundland and Labrador,218
2030-11-01,Ontario,6426
2030-11-01,Prince Edward Island,74
2030-11-01,Quebec,4094
2030-11-01,Canada,17470
2030-12-01,Alberta,2338
2030-12-01,British Columbia,2387
2030-12-01,Manitoba,612
2030-12-01,New Brunswick,343
2030-12-01,Newfoundland and Labrador,218
2030-12-01,Ontario,6426
2030-12-01,Prince Edward Island,74
2030-12-01,Quebec,4094
2030-12-01,Canada,17470
2031-01-01,Alberta,2389
2031-01-01,British Columbia,2422
2031-01-01,Manitoba,620
2031-01-01,New Brunswick,344
2031-01-01,Newfoundland and Labrador,217
2031-01-01,Ontario,6499
2031-01-01,Prince Edward Island,75
2031-01-01,Quebec,4125
2031-01-01,Canada,17676
2031-02-01,Alberta,2389
2031-02-01,British Columbia,2422
2031-02-01,Manitoba,620
2031-02-01,New Brunswick,344
2031-02-01,Newfoundland and Labrador,217
2031-02-01,Ontario,6499
2031-02-01,Prince Edward Island,75
2031-02-01,Quebec,4125
2031-02-01,Canada,17676
2031-03-01,Alberta,2389
2031-03-01,British Columbia,2422
2031-03-01,Manitoba,620
2031-03-01,New Brunswick,344
2031-03-01,Newfoundland and Labrador,217
2031-03-01,Ontario,6499
2031-03-01,Prince Edward Island,75
2031-03-01,Quebec,4125
2031-03-01,Canada,17676
2031-04-01,Alberta,2389
2031-04-01,British Columbia,2422
2031-04-01,Manitoba,620
2031-04-01,New Brunswick,344
2031-04-01,Newfoundland and Labrador,217
2031-04-01,Ontario,6499
2031-04-01,Prince Edward Island,75
2031-04-01,Quebec,4125
2031-04-01,Canada,17676
2031-05-01,Alberta,2389
2031-05-01,British Columbia,2422
2031-05-01,Manitoba,620
2031-05-01,New Brunswick,344
2031-05-01,Newfoundland and Labrador,217
2031-05-01,Ontario,6499
2031-05-01,Prince Edward Island,75
2031-05-01,Quebec,4125
2031-05-01,Canada,17676
2031-06-01,Alberta,2389
2031-06-01,British Columbia,2422
2031-06-01,Manitoba,620
2031-06-01,New Brunswick,344
2031-06-01,Newfoundland and Labrador,217
2031-06-01,Ontario,6499
2031-06-01,Prince Edward Island,75
2031-06-01,Quebec,4125
2031-06-01,Canada,17676
2031-07-01,Alberta,2389
2031-07-01,British Columbia,2422
2031-07-01,Manitoba,620
2031-07-01,New Brunswick,344
2031-07-01,Newfoundland and Labrador,217
2031-07-01,Ontario,6499
2031-07-01,Prince Edward Island,75
2031-07-01,Quebec,4125
2031-07-01,Canada,17676
2031-08-01,Alberta,2389
2031-08-01,British Columbia,2422
2031-08-01,Manitoba,620
2031-08-01,New Brunswick,344
2031-08-01,Newfoundland and Labrador,217
2031-08-01,Ontario,6499
2031-08-01,Prince Edward Island,75
2031-08-01,Quebec,4125
2031-08-01,Canada,17676
2031-09-01,Alberta,2389
2031-09-01,British Columbia,2422
2031-09-01,Manitoba,620
2031-09-01,New Brunswick,344
2031-09-01,Newfoundland and Labrador,217
2031-09-01,Ontario,6499
2031-09-01,Prince Edward Island,75
2031-09-01,Quebec,4125
2031-09-01,Canada,17676
2031-10-01,Alberta,2389
2031-10-01,British Columbia,2422
2031-10-01,Manitoba,620
2031-10-01,New Brunswick,344
2031-10-01,Newfoundland and Labrador,217
2031-10-01,Ontario,6499
2031-10-01,Prince Edward Island,75
2031-10-01,Quebec,4125
2031-10-01,Canada,17676
2031-11-01,Alberta,2389
2031-11-01,British Columbia,2422
2031-11-01,Manitoba,620
2031-11-01,New Brunswick,344
2031-11-01,Newfoundland and Labrador,217
2031-11-01,Ontario,6499
2031-11-01,Prince Edward Island,75
2031-11-01,Quebec,4125
2031-11-01,Canada,17676
2031-12-01,Alberta,2389
2031-12-01,British Columbia,2422
2031-12-01,Manitoba,620
2031-12-01,New Brunswick,344
2031-12-01,Newfoundland and Labrador,217
2031-12-01,Ontario,6499
2031-12-01,Prince Edward Island,75
2031-12-01,Quebec,4125
2031-12-01,Canada,17676
2032-01-01,Alberta,2444
2032-01-01,British Columbia,2457
2032-01-01,Manitoba,629
2032-01-01,New Brunswick,345
2032-01-01,Newfoundland and Labrador,216
2032-01-01,Ontario,6572
2032-01-01,Prince Edward Island,75
2032-01-01,Quebec,4155
2032-01-01,Canada,17886
2032-02-01,Alberta,2444
2032-02-01,British Columbia,2457
2032-02-01,Manitoba,629
2032-02-01,New Brunswick,345
2032-02-01,Newfoundland and Labrador,216
2032-02-01,Ontario,6572
2032-02-01,Prince Edward Island,75
2032-02-01,Quebec,4155
2032-02-01,Canada,17886
2032-03-01,Alberta,2444
2032-03-01,British Columbia,2457
2032-03-01,Manitoba,629
2032-03-01,New Brunswick,345
2032-03-01,Newfoundland and Labrador,216
2032-03-01,Ontario,6572
2032-03-01,Prince Edward Island,75
2032-03-01,Quebec,4155
2032-03-01,Canada,17886
2032-04-01,Alberta,2444
2032-04-01,British Columbia,2457
2032-04-01,Manitoba,629
2032-04-01,New Brunswick,345
2032-04-01,Newfoundland and Labrador,216
2032-04-01,Ontario,6572
2032-04-01,Prince Edward Island,75
2032-04-01,Quebec,4155
2032-04-01,Canada,17886
2032-05-01,Alberta,2444
2032-05-01,British Columbia,2457
2032-05-01,Manitoba,629
2032-05-01,New Brunswick,345
2032-05-01,Newfoundland and Labrador,216
2032-05-01,Ontario,6572
2032-05-01,Prince Edward Island,75
2032-05-01,Quebec,4155
2032-05-01,Canada,17886
2032-06-01,Alberta,2444
2032-06-01,British Columbia,2457
2032-06-01,Manitoba,629
2032-06-01,New Brunswick,345
2032-06-01,Newfoundland and Labrador,216
2032-06-01,Ontario,6572
2032-06-01,Prince Edward Island,75
2032-06-01,Quebec,4155
2032-06-01,Canada,17886
2032-07-01,Alberta,2444
2032-07-01,British Columbia,2457
2032-07-01,Manitoba,629
2032-07-01,New Brunswick,345
2032-07-01,Newfoundland and Labrador,216
2032-07-01,Ontario,6572
2032-07-01,Prince Edward Island,75
2032-07-01,Quebec,4155
2032-07-01,Canada,17886
2032-08-01,Alberta,2444
2032-08-01,British Columbia,2457
2032-08-01,Manitoba,629
2032-08-01,New Brunswick,345
2032-08-01,Newfoundland and Labrador,216
2032-08-01,Ontario,6572
2032-08-01,Prince Edward Island,75
2032-08-01,Quebec,4155
2032-08-01,Canada,17886
2032-09-01,Alberta,2444
2032-09-01,British Columbia,2457
2032-09-01,Manitoba,629
2032-09-01,New Brunswick,345
2032-09-01,Newfoundland and Labrador,216
2032-09-01,Ontario,6572
2032-09-01,Prince Edward Island,75
2032-09-01,Quebec,4155
2032-09-01,Canada,17886
2032-10-01,Alberta,2444
2032-10-01,British Columbia,2457
2032-10-01,Manitoba,629
2032-10-01,New Brunswick,345
2032-10-01,Newfoundland and Labrador,216
2032-10-01,Ontario,6572
2032-10-01,Prince Edward Island,75
2032-10-01,Quebec,4155
2032-10-01,Canada,17886
2032-11-01,Alberta,2444
2032-11-01,British Columbia,2457
2032-11-01,Manitoba,629
2032-11-01,New Brunswick,345
2032-11-01,Newfoundland and Labrador,216
2032-11-01,Ontario,6572
2032-11-01,Prince Edward Island,75
2032-11-01,Quebec,4155
2032-11-01,Canada,17886
2032-12-01,Alberta,2444
2032-12-01,British Columbia,2457
2032-12-01,Manitoba,629
2032-12-01,New Brunswick,345
2032-12-01,Newfoundland and Labrador,216
2032-12-01,Ontario,6572
2032-12-01,Prince Edward Island,75
2032-12-01,Quebec,4155
2032-12-01,Canada,17886
2033-01-01,Alberta,2499
2033-01-01,British Columbia,2493
2033-01-01,Manitoba,638
2033-01-01,New Brunswick,345
2033-01-01,Newfoundland and Labrador,215
2033-01-01,Ontario,6644
2033-01-01,Prince Edward Island,76
2033-01-01,Quebec,4186
2033-01-01,Canada,18097
2033-02-01,Alberta,2499
2033-02-01,British Columbia,2493
2033-02-01,Manitoba,638
2033-02-01,New Brunswick,345
2033-02-01,Newfoundland and Labrador,215
2033-02-01,Ontario,6644
2033-02-01,Prince Edward Island,76
2033-02-01,Quebec,4186
2033-02-01,Canada,18097
2033-03-01,Alberta,2499
2033-03-01,British Columbia,2493
2033-03-01,Manitoba,638
2033-03-01,New Brunswick,345
2033-03-01,Newfoundland and Labrador,215
2033-03-01,Ontario,6644
2033-03-01,Prince Edward Island,76
2033-03-01,Quebec,4186
2033-03-01,Canada,18097
2033-04-01,Alberta,2499
2033-04-01,British Columbia,2493
2033-04-01,Manitoba,638
2033-04-01,New Brunswick,345
2033-04-01,Newfoundland and Labrador,215
2033-04-01,Ontario,6644
2033-04-01,Prince Edward Island,76
2033-04-01,Quebec,4186
2033-04-01,Canada,18097
2033-05-01,Alberta,2499
2033-05-01,British Columbia,2493
2033-05-01,Manitoba,638
2033-05-01,New Brunswick,345
2033-05-01,Newfoundland and Labrador,215
2033-05-01,Ontario,6644
2033-05-01,Prince Edward Island,76
2033-05-01,Quebec,4186
2033-05-01,Canada,18097
2033-06-01,Alberta,2499
2033-06-01,British Columbia,2493
2033-06-01,Manitoba,638
2033-06-01,New Brunswick,345
2033-06-01,Newfoundland and Labrador,215
2033-06-01,Ontario,6644
2033-06-01,Prince Edward Island,76
2033-06-01,Quebec,4186
2033-06-01,Canada,18097
2033-07-01,Alberta,2499
2033-07-01,British Columbia,2493
2033-07-01,Manitoba,638
2033-07-01,New Brunswick,345
2033-07-01,Newfoundland and Labrador,215
2033-07-01,Ontario,6644
2033-07-01,Prince Edward Island,76
2033-07-01,Quebec,4186
2033-07-01,Canada,18097
2033-08-01,Alberta,2499
2033-08-01,British Columbia,2493
2033-08-01,Manitoba,638
2033-08-01,New Brunswick,345
2033-08-01,Newfoundland and Labrador,215
2033-08-01,Ontario,6644
2033-08-01,Prince Edward Island,76
2033-08-01,Quebec,4186
2033-08-01,Canada,18097
2033-09-01,Alberta,2499
2033-09-01,British Columbia,2493
2033-09-01,Manitoba,638
2033-09-01,New Brunswick,345
2033-09-01,Newfoundland and Labrador,215
2033-09-01,Ontario,6644
2033-09-01,Prince Edward Island,76
2033-09-01,Quebec,4186
2033-09-01,Canada,18097
2033-10-01,Alberta,2499
2033-10-01,British Columbia,2493
2033-10-01,Manitoba,638
2033-10-01,New Brunswick,345
2033-10-01,Newfoundland and Labrador,215
2033-10-01,Ontario,6644
2033-10-01,Prince Edward Island,76
2033-10-01,Quebec,4186
2033-10-01,Canada,18097
2033-11-01,Alberta,2499
2033-11-01,British Columbia,2493
2033-11-01,Manitoba,638
2033-11-01,New Brunswick,345
2033-11-01,Newfoundland and Labrador,215
2033-11-01,Ontario,6644
2033-11-01,Prince Edward Island,76
2033-11-01,Quebec,4186
2033-11-01,Canada,18097
2033-12-01,Alberta,2499
2033-12-01,British Columbia,2493
2033-12-01,Manitoba,638
2033-12-01,New Brunswick,345
2033-12-01,Newfoundland and Labrador,215
2033-12-01,Ontario,6644
2033-12-01,Prince Edward Island,76
2033-12-01,Quebec,4186
2033-12-01,Canada,18097
2034-01-01,Alberta,2554
2034-01-01,British Columbia,2529
2034-01-01,Manitoba,648
2034-01-01,New Brunswick,346
2034-01-01,Newfoundland and Labrador,215
2034-01-01,Ontario,6716
2034-01-01,Prince Edward Island,77
2034-01-01,Quebec,4217
2034-01-01,Canada,18311
2034-02-01,Alberta,2554
2034-02-01,British Columbia,2529
2034-02-01,Manitoba,648
2034-02-01,New Brunswick,346
2034-02-01,Newfoundland and Labrador,215
2034-02-01,Ontario,6716
2034-02-01,Prince Edward Island,77
2034-02-01,Quebec,4217
2034-02-01,Canada,18311
2034-03-01,Alberta,2554
2034-03-01,British Columbia,2529
2034-03-01,Manitoba,648
2034-03-01,New Brunswick,346
2034-03-01,Newfoundland and Labrador,215
2034-03-01,Ontario,6716
2034-03-01,Prince Edward Island,77
2034-03-01,Quebec,4217
2034-03-01,Canada,18311
2034-04-01,Alberta,2554
2034-04-01,British Columbia,2529
2034-04-01,Manitoba,648
2034-04-01,New Brunswick,346
2034-04-01,Newfoundland and Labrador,215
2034-04-01,Ontario,6716
2034-04-01,Prince Edward Island,77
2034-04-01,Quebec,4217
2034-04-01,Canada,18311
2034-05-01,Alberta,2554
2034-05-01,British Columbia,2529
2034-05-01,Manitoba,648
2034-05-01,New Brunswick,346
2034-05-01,Newfoundland and Labrador,215
2034-05-01,Ontario,6716
2034-05-01,Prince Edward Island,77
2034-05-01,Quebec,4217
2034-05-01,Canada,18311
2034-06-01,Alberta,2554
2034-06-01,British Columbia,2529
2034-06-01,Manitoba,648
2034-06-01,New Brunswick,346
2034-06-01,Newfoundland and Labrador,215
2034-06-01,Ontario,6716
2034-06-01,Prince Edward Island,77
2034-06-01,Quebec,4217
2034-06-01,Canada,18311
2034-07-01,Alberta,2554
2034-07-01,British Columbia,2529
2034-07-01,Manitoba,648
2034-07-01,New Brunswick,346
2034-07-01,Newfoundland and Labrador,215
2034-07-01,Ontario,6716
2034-07-01,Prince Edward Island,77
2034-07-01,Quebec,4217
2034-07-01,Canada,18311
2034-08-01,Alberta,2554
2034-08-01,British Columbia,2529
2034-08-01,Manitoba,648
2034-08-01,New Brunswick,346
2034-08-01,Newfoundland and Labrador,215
2034-08-01,Ontario,6716
2034-08-01,Prince Edward Island,77
2034-08-01,Quebec,4217
2034-08-01,Canada,18311
2034-09-01,Alberta,2554
2034-09-01,British Columbia,2529
2034-09-01,Manitoba,648
2034-09-01,New Brunswick,346
2034-09-01,Newfoundland and Labrador,215
2034-09-01,Ontario,6716
2034-09-01,Prince Edward Island,77
2034-09-01,Quebec,4217
2034-09-01,Canada,18311
2034-10-01,Alberta,2554
2034-10-01,British Columbia,2529
2034-10-01,Manitoba,648
2034-10-01,New Brunswick,346
2034-10-01,Newfoundland and Labrador,215
2034-10-01,Ontario,6716
2034-10-01,Prince Edward Island,77
2034-10-01,Quebec,4217
2034-10-01,Canada,18311
2034-11-01,Alberta,2554
2034-11-01,British Columbia,2529
2034-11-01,Manitoba,648
2034-11-01,New Brunswick,346
2034-11-01,Newfoundland and Labrador,215
2034-11-01,Ontario,6716
2034-11-01,Prince Edward Island,77
2034-11-01,Quebec,4217
2034-11-01,Canada,18311
2034-12-01,Alberta,2554
2034-12-01,British Columbia,2529
2034-12-01,Manitoba,648
2034-12-01,New Brunswick,346
2034-12-01,Newfoundland and Labrador,215
2034-12-01,Ontario,6716
2034-12-01,Prince Edward Island,77
2034-12-01,Quebec,4217
2034-12-01,Canada,18311
2035-01-01,Alberta,2609
2035-01-01,British Columbia,2565
2035-01-01,Manitoba,657
2035-01-01,New Brunswick,346
2035-01-01,Newfoundland and Labrador,214
2035-01-01,Ontario,6788
2035-01-01,Prince Edward Island,78
2035-01-01,Quebec,4247
2035-01-01,Canada,18521
2035-02-01,Alberta,2609
2035-02-01,British Columbia,2565
2035-02-01,Manitoba,657
2035-02-01,New Brunswick,346
2035-02-01,Newfoundland and Labrador,214
2035-02-01,Ontario,6788
2035-02-01,Prince Edward Island,78
2035-02-01,Quebec,4247
2035-02-01,Canada,18521
2035-03-01,Alberta,2609
2035-03-01,British Columbia,2565
2035-03-01,Manitoba,657
2035-03-01,New Brunswick,346
2035-03-01,Newfoundland and Labrador,214
2035-03-01,Ontario,6788
2035-03-01,Prince Edward Island,78
2035-03-01,Quebec,4247
2035-03-01,Canada,18521
2035-04-01,Alberta,2609
2035-04-01,British Columbia,2565
2035-04-01,Manitoba,657
2035-04-01,New Brunswick,346
2035-04-01,Newfoundland and Labrador,214
2035-04-01,Ontario,6788
2035-04-01,Prince Edward Island,78
2035-04-01,Quebec,4247
2035-04-01,Canada,18521
2035-05-01,Alberta,2609
2035-05-01,British Columbia,2565
2035-05-01,Manitoba,657
2035-05-01,New Brunswick,346
2035-05-01,Newfoundland and Labrador,214
2035-05-01,Ontario,6788
2035-05-01,Prince Edward Island,78
2035-05-01,Quebec,4247
2035-05-01,Canada,18521
2035-06-01,Alberta,2609
2035-06-01,British Columbia,2565
2035-06-01,Manitoba,657
2035-06-01,New Brunswick,346
2035-06-01,Newfoundland and Labrador,214
2035-06-01,Ontario,6788
2035-06-01,Prince Edward Island,78
2035-06-01,Quebec,4247
2035-06-01,Canada,18521
2035-07-01,Alberta,2609
2035-07-01,British Columbia,2565
2035-07-01,Manitoba,657
2035-07-01,New Brunswick,346
2035-07-01,Newfoundland and Labrador,214
2035-07-01,Ontario,6788
2035-07-01,Prince Edward Island,78
2035-07-01,Quebec,4247
2035-07-01,Canada,18521
2035-08-01,Alberta,2609
2035-08-01,British Columbia,2565
2035-08-01,Manitoba,657
2035-08-01,New Brunswick,346
2035-08-01,Newfoundland and Labrador,214
2035-08-01,Ontario,6788
2035-08-01,Prince Edward Island,78
2035-08-01,Quebec,4247
2035-08-01,Canada,18521
2035-09-01,Alberta,2609
2035-09-01,British Columbia,2565
2035-09-01,Manitoba,657
2035-09-01,New Brunswick,346
2035-09-01,Newfoundland and Labrador,214
2035-09-01,Ontario,6788
2035-09-01,Prince Edward Island,78
2035-09-01,Quebec,4247
2035-09-01,Canada,18521
2035-10-01,Alberta,2609
2035-10-01,British Columbia,2565
2035-10-01,Manitoba,657
2035-10-01,New Brunswick,346
2035-10-01,Newfoundland and Labrador,214
2035-10-01,Ontario,6788
2035-10-01,Prince Edward Island,78
2035-10-01,Quebec,4247
2035-10-01,Canada,18521
2035-11-01,Alberta,2609
2035-11-01,British Columbia,2565
2035-11-01,Manitoba,657
2035-11-01,New Brunswick,346
2035-11-01,Newfoundland and Labrador,214
2035-11-01,Ontario,6788
2035-11-01,Prince Edward Island,78
2035-11-01,Quebec,4247
2035-11-01,Canada,18521
2035-12-01,Alberta,2609
2035-12-01,British Columbia,2565
2035-12-01,Manitoba,657
2035-12-01,New Brunswick,346
2035-12-01,Newfoundland and Labrador,214
2035-12-01,Ontario,6788
2035-12-01,Prince Edward Island,78
2035-12-01,Quebec,4247
2035-12-01,Canada,18521
2036-01-01,Alberta,2664
2036-01-01,British Columbia,2601
2036-01-01,Manitoba,666
2036-01-01,New Brunswick,347
2036-01-01,Newfoundland and Labrador,213
2036-01-01,Ontario,6860
2036-01-01,Prince Edward Island,79
2036-01-01,Quebec,4278
2036-01-01,Canada,18733
2036-02-01,Alberta,2664
2036-02-01,British Columbia,2601
2036-02-01,Manitoba,666
2036-02-01,New Brunswick,347
2036-02-01,Newfoundland and Labrador,213
2036-02-01,Ontario,6860
2036-02-01,Prince Edward Island,79
2036-02-01,Quebec,4278
2036-02-01,Canada,18733
2036-03-01,Alberta,2664
2036-03-01,British Columbia,2601
2036-03-01,Manitoba,666
2036-03-01,New Brunswick,347
2036-03-01,Newfoundland and Labrador,213
2036-03-01,Ontario,6860
2036-03-01,Prince Edward Island,79
2036-03-01,Quebec,4278
2036-03-01,Canada,18733
2036-04-01,Alberta,2664
2036-04-01,British Columbia,2601
2036-04-01,Manitoba,666
2036-04-01,New Brunswick,347
2036-04-01,Newfoundland and Labrador,213
2036-04-01,Ontario,6860
2036-04-01,Prince Edward Island,79
2036-04-01,Quebec,4278
2036-04-01,Canada,18733
2036-05-01,Alberta,2664
2036-05-01,British Columbia,2601
2036-05-01,Manitoba,666
2036-05-01,New Brunswick,347
2036-05-01,Newfoundland and Labrador,213
2036-05-01,Ontario,6860
2036-05-01,Prince Edward Island,79
2036-05-01,Quebec,4278
2036-05-01,Canada,18733
2036-06-01,Alberta,2664
2036-06-01,British Columbia,2601
2036-06-01,Manitoba,666
2036-06-01,New Brunswick,347
2036-06-01,Newfoundland and Labrador,213
2036-06-01,Ontario,6860
2036-06-01,Prince Edward Island,79
2036-06-01,Quebec,4278
2036-06-01,Canada,18733
2036-07-01,Alberta,2664
2036-07-01,British Columbia,2601
2036-07-01,Manitoba,666
2036-07-01,New Brunswick,347
2036-07-01,Newfoundland and Labrador,213
2036-07-01,Ontario,6860
2036-07-01,Prince Edward Island,79
2036-07-01,Quebec,4278
2036-07-01,Canada,18733
2036-08-01,Alberta,2664
2036-08-01,British Columbia,2601
2036-08-01,Manitoba,666
2036-08-01,New Brunswick,347
2036-08-01,Newfoundland and Labrador,213
2036-08-01,Ontario,6860
2036-08-01,Prince Edward Island,79
2036-08-01,Quebec,4278
2036-08-01,Canada,18733
2036-09-01,Alberta,2664
2036-09-01,British Columbia,2601
2036-09-01,Manitoba,666
2036-09-01,New Brunswick,347
2036-09-01,Newfoundland and Labrador,213
2036-09-01,Ontario,6860
2036-09-01,Prince Edward Island,79
2036-09-01,Quebec,4278
2036-09-01,Canada,18733
2036-10-01,Alberta,2664
2036-10-01,British Columbia,2601
2036-10-01,Manitoba,666
2036-10-01,New Brunswick,347
2036-10-01,Newfoundland and Labrador,213
2036-10-01,Ontario,6860
2036-10-01,Prince Edward Island,79
2036-10-01,Quebec,4278
2036-10-01,Canada,18733
