,REF_DATE,GEO,Number_of_Households,Housing completions,Housing starts,Housing under construction,House only NHPI,Land only NHPI,Total (house and land) NHPI
2167,1996-02-01,Quebec,2868,3986.217391304348,4603.273913043478,8917.565217391304,55.5,53.0,54.6
2168,1996-02-01,Canada,11078,1833.5652173913045,1913.0521739130431,3891.869565217391,51.0,66.4,55.4
2169,1996-03-01,Alberta,1008,4601.260869565218,5371.908695652173,10353.478260869564,39.0,38.5,38.6
2170,1996-03-01,British Columbia,1483,4908.782608695652,5756.226086956522,11071.434782608694,88.0,86.1,86.2
2171,1996-03-01,Manitoba,427,5523.826086956522,6524.860869565217,12507.347826086956,45.5,34.9,42.3
2172,1996-03-01,New Brunswick,277,5831.347826086957,6909.178260869565,13225.304347826086,83.9,80.4,82.7
2173,1996-03-01,Newfoundland and Labrador,188,6138.869565217392,7293.495652173912,13943.260869565216,50.9,46.2,49.6
2174,1996-03-01,Ontario,4044,6753.913043478261,8062.130434782608,15379.173913043478,44.2,77.7,53.0
2175,1996-03-01,Prince Edward Island,48,7061.434782608696,8446.447826086956,16097.130434782608,88.5,60.9,83.0
2176,1996-03-01,Quebec,2868,7368.956521739131,8830.765217391303,16815.086956521736,55.5,52.8,54.5
2177,1996-03-01,Canada,11078,5216.304347826087,6140.543478260869,11789.391304347826,50.9,66.3,55.3
2178,1996-04-01,Alberta,1008,7984.0,9599.4,18251.0,39.1,38.5,38.6
2179,1996-04-01,British Columbia,1483,16719.0,19165.0,53736.0,86.4,85.9,85.3
2180,1996-04-01,Manitoba,427,905.0,1746.8,2415.0,45.5,35.1,42.4
2181,1996-04-01,New Brunswick,277,695.0,2183.0,2961.0,83.8,80.4,82.6
2182,1996-04-01,Newfoundland and Labrador,188,704.0,1163.6,3818.0,50.9,46.2,49.6
2183,1996-04-01,Ontario,4044,19603.0,28196.4,58406.0,44.0,77.7,52.8
2184,1996-04-01,Prince Edward Island,48,211.0,548.8,604.0,87.9,61.2,82.7
2185,1996-04-01,Quebec,2868,12653.0,22565.6,25402.0,55.3,52.7,54.5
2186,1996-04-01,Canada,11078,62555.0,89856.8,172509.0,50.6,66.3,55.1
2187,1996-05-01,Alberta,1008,1185.4782608695652,2058.9608695652173,3304.391304347826,39.0,38.4,38.5
2188,1996-05-01,British Columbia,1483,1617.9565217391305,2465.4217391304346,3993.782608695652,86.0,86.2,85.1
2189,1996-05-01,Manitoba,427,2482.913043478261,3278.3434782608697,5372.565217391304,45.6,35.1,42.5
2190,1996-05-01,New Brunswick,277,2915.391304347826,3684.804347826087,6061.95652173913,83.0,80.4,82.1
2191,1996-05-01,Newfoundland and Labrador,188,3347.869565217391,4091.2652173913048,6751.347826086957,50.7,46.2,49.4
2192,1996-05-01,Ontario,4044,4212.826086956522,4904.186956521739,8130.130434782609,43.9,77.5,52.7
2193,1996-05-01,Prince Edward Island,48,4645.304347826086,5310.647826086957,8819.521739130436,87.9,61.2,82.7
2194,1996-05-01,Quebec,2868,5077.782608695652,5717.108695652174,9508.91304347826,55.4,52.6,54.5
2195,1996-05-01,Canada,11078,2050.4347826086955,2871.8826086956524,4683.173913043478,50.5,66.3,55.0
2196,1996-06-01,Alberta,1008,5942.739130434782,6530.0304347826095,10887.695652173914,39.3,38.4,38.7
2197,1996-06-01,British Columbia,1483,6375.217391304347,6936.491304347826,11577.08695652174,85.5,86.2,84.8
2198,1996-06-01,Manitoba,427,7240.173913043478,7749.413043478261,12955.869565217392,45.7,35.1,42.6
2199,1996-06-01,New Brunswick,277,7672.652173913043,8155.873913043479,13645.260869565218,83.3,80.4,82.3
2200,1996-06-01,Newfoundland and Labrador,188,8105.130434782608,8562.334782608697,14334.652173913044,50.7,46.2,49.4
2201,1996-06-01,Ontario,4044,8970.086956521738,9375.256521739131,15713.434782608696,43.9,77.5,52.8
2202,1996-06-01,Prince Edward Island,48,9402.565217391304,9781.717391304348,16402.82608695652,88.5,61.2,83.2
2203,1996-06-01,Quebec,2868,9835.043478260868,10188.178260869568,17092.217391304348,55.7,52.6,54.7
2204,1996-06-01,Canada,11078,6807.695652173913,7342.952173913044,12266.478260869566,50.6,66.3,55.1
2205,1996-07-01,Alberta,1008,10700.0,11001.1,18471.0,39.3,38.4,38.8
2206,1996-07-01,British Columbia,1483,20492.0,23263.6,56369.0,85.4,86.1,84.6
2207,1996-07-01,Manitoba,427,688.0,1159.9,2885.0,45.7,35.1,42.6
2208,1996-07-01,New Brunswick,277,1980.0,2158.8,3168.0,83.3,80.4,82.1
2209,1996-07-01,Newfoundland and Labrador,188,1046.0,1536.0,4294.0,50.7,46.2,49.4
2210,1996-07-01,Ontario,4044,26420.0,31894.5,63808.0,43.9,77.5,52.7
2211,1996-07-01,Prince Edward Island,48,368.0,298.4,538.0,87.9,61.2,82.7
2212,1996-07-01,Quebec,2868,22599.0,11538.2,14195.0,55.7,52.6,54.7
2213,1996-07-01,Canada,11078,87758.0,88228.6,172372.0,50.6,66.3,55.0
2214,1996-08-01,Alberta,1008,1646.4782608695652,2745.8,4347.565217391304,39.3,38.4,38.8
2215,1996-08-01,British Columbia,1483,2073.9565217391305,3108.2000000000003,4973.130434782609,85.3,85.9,84.4
2216,1996-08-01,Manitoba,427,2928.913043478261,3833.0,6224.260869565218,45.7,35.1,42.6
2217,1996-08-01,New Brunswick,277,3356.391304347826,4195.400000000001,6849.826086956522,83.3,80.4,82.2
2218,1996-08-01,Newfoundland and Labrador,188,3783.869565217391,4557.8,7475.391304347826,50.7,46.2,49.4
2219,1996-08-01,Ontario,4044,4638.826086956522,5282.6,8726.521739130436,44.0,77.4,52.8
2220,1996-08-01,Prince Edward Island,48,5066.304347826086,5645.0,9352.08695652174,88.4,61.2,83.1
2221,1996-08-01,Quebec,2868,5493.782608695652,6007.400000000001,9977.652173913044,55.7,52.6,54.7
2222,1996-08-01,Canada,11078,2501.4347826086955,3470.6000000000004,5598.695652173913,50.6,66.2,55.0
2223,1996-09-01,Alberta,1008,6348.739130434782,6732.200000000001,11228.782608695652,39.6,38.4,39.0
2224,1996-09-01,British Columbia,1483,6776.217391304347,7094.6,11854.347826086956,85.2,85.8,84.4
2225,1996-09-01,Manitoba,427,7631.173913043478,7819.4000000000015,13105.478260869566,45.7,35.1,42.6
2226,1996-09-01,New Brunswick,277,8058.652173913043,8181.800000000001,13731.04347826087,83.3,80.4,82.2
2227,1996-09-01,Newfoundland and Labrador,188,8486.130434782608,8544.2,14356.608695652174,50.7,46.2,49.4
2228,1996-09-01,Ontario,4044,9341.08695652174,9269.0,15607.739130434784,43.9,77.4,52.7
2229,1996-09-01,Prince Edward Island,48,9768.565217391304,9631.4,16233.304347826088,88.0,61.2,82.8
2230,1996-09-01,Quebec,2868,10196.043478260868,9993.8,16858.869565217392,55.8,52.6,54.8
2231,1996-09-01,Canada,11078,7203.695652173913,7457.0,12479.913043478262,50.6,66.1,55.0
2232,1996-10-01,Alberta,1008,11051.0,10718.6,18110.0,39.7,38.4,39.1
2233,1996-10-01,British Columbia,1483,15111.0,15669.7,62503.0,84.3,85.6,83.8
2234,1996-10-01,Manitoba,427,1115.0,1652.7,3420.0,45.9,35.2,42.7
2235,1996-10-01,New Brunswick,277,2095.0,1426.5,2477.0,83.2,80.4,82.1
2236,1996-10-01,Newfoundland and Labrador,188,1542.0,1624.8,4378.0,50.7,46.2,49.4
2237,1996-10-01,Ontario,4044,32637.0,29610.6,60879.0,44.0,77.4,52.8
2238,1996-10-01,Prince Edward Island,48,380.0,280.6,438.0,88.9,61.2,83.5
2239,1996-10-01,Quebec,2868,10649.0,13698.3,17104.0,55.8,52.5,54.7
2240,1996-10-01,Canada,11078,78908.0,78126.6,176899.0,50.6,66.1,55.0
2241,1996-11-01,Alberta,1008,1713.2173913043478,1304.8304347826088,3927.0,40.0,38.8,39.4
2242,1996-11-01,British Columbia,1483,2018.4347826086955,1694.0608695652172,4633.0,84.4,85.6,83.9
2243,1996-11-01,Manitoba,427,2628.869565217391,2472.5217391304345,6045.0,45.9,35.2,42.7
2244,1996-11-01,New Brunswick,277,2934.086956521739,2861.7521739130434,6751.0,83.3,81.1,82.3
2245,1996-11-01,Newfoundland and Labrador,188,3239.304347826087,3250.982608695652,7457.0,50.6,46.1,49.3
2246,1996-11-01,Ontario,4044,3849.7391304347834,4029.443478260869,8869.0,44.4,77.3,53.0
2247,1996-11-01,Prince Edward Island,48,4154.95652173913,4418.673913043478,9575.0,87.9,60.3,82.6
2248,1996-11-01,Quebec,2868,4460.173913043478,4807.904347826086,10281.0,55.7,52.6,54.7
2249,1996-11-01,Canada,11078,2323.6521739130435,2083.291304347826,5339.0,50.8,66.1,55.2
2250,1996-12-01,Alberta,1008,5070.608695652174,5586.365217391304,11693.0,40.6,39.1,39.8
2251,1996-12-01,British Columbia,1483,5375.826086956522,5975.595652173913,12399.0,83.5,85.6,83.5
2252,1996-12-01,Manitoba,427,5986.260869565217,6754.05652173913,13811.0,46.3,35.2,43.0
2253,1996-12-01,New Brunswick,277,6291.478260869565,7143.286956521739,14517.0,83.3,81.1,82.3
2254,1996-12-01,Newfoundland and Labrador,188,6596.695652173913,7532.517391304347,15223.0,50.6,46.1,49.3
2255,1996-12-01,Ontario,4044,7207.130434782608,8310.978260869564,16635.0,44.4,77.3,53.0
2256,1996-12-01,Prince Edward Island,48,7512.347826086956,8700.208695652173,17341.0,87.8,60.3,82.5
2257,1996-12-01,Quebec,2868,7817.565217391304,9089.43913043478,18047.0,55.8,52.6,54.9
2258,1996-12-01,Canada,11078,5681.043478260869,6364.826086956522,13105.0,50.8,66.2,55.2
2259,1997-01-01,Alberta,1033,8428.0,9867.9,19459.0,40.8,39.1,40.0
2260,1997-01-01,British Columbia,1506,14569.0,12623.9,60574.0,83.4,85.6,83.3
2261,1997-01-01,Manitoba,430,1743.0,802.1,2412.0,46.3,35.1,43.0
2262,1997-01-01,New Brunswick,280,1180.0,284.7,1572.0,83.3,81.1,82.3
2263,1997-01-01,Newfoundland and Labrador,189,1193.0,436.2,3607.0,50.6,46.1,49.3
2264,1997-01-01,Ontario,4111,22530.0,19111.1,57007.0,44.7,77.4,53.3
2265,1997-01-01,Prince Edward Island,49,284.0,47.2,220.0,87.8,60.3,82.5
2266,1997-01-01,Quebec,2903,7152.0,8670.7,18680.0,55.9,52.1,54.8
2267,1997-01-01,Canada,11241,60209.0,54809.6,170620.0,51.0,66.2,55.3
2268,1997-02-01,Alberta,1033,1503.5652173913045,1314.0739130434783,3734.9565217391305,40.9,39.1,40.1
2269,1997-02-01,British Columbia,1506,1883.1304347826087,1911.147826086957,4657.913043478261,83.5,85.5,83.5
2270,1997-02-01,Manitoba,430,2642.260869565217,3105.2956521739134,6503.826086956522,46.3,35.1,43.0
2271,1997-02-01,New Brunswick,280,3021.826086956522,3702.369565217392,7426.782608695652,82.7,81.1,81.9
2272,1997-02-01,Newfoundland and Labrador,189,3401.391304347826,4299.44347826087,8349.739130434782,50.6,46.1,49.3
2273,1997-02-01,Ontario,4111,4160.521739130435,5493.591304347827,10195.652173913044,44.8,77.4,53.4
2274,1997-02-01,Prince Edward Island,49,4540.08695652174,6090.665217391305,11118.608695652174,88.4,60.7,82.9
2275,1997-02-01,Quebec,2903,4919.652173913044,6687.739130434784,12041.565217391304,56.0,52.1,54.8
2276,1997-02-01,Canada,11241,2262.695652173913,2508.221739130435,5580.869565217391,51.1,66.3,55.4
2277,1997-03-01,Alberta,1033,5678.782608695652,7881.88695652174,13887.478260869564,41.1,39.2,40.3
2278,1997-03-01,British Columbia,1506,6058.347826086957,8478.960869565219,14810.434782608694,83.4,85.3,83.2
2279,1997-03-01,Manitoba,430,6817.478260869566,9673.108695652176,16656.347826086956,46.6,34.5,43.0
2280,1997-03-01,New Brunswick,280,7197.04347826087,10270.182608695652,17579.304347826088,82.9,81.1,82.1
2281,1997-03-01,Newfoundland and Labrador,189,7576.608695652174,10867.256521739131,18502.260869565216,50.6,46.1,49.3
2282,1997-03-01,Ontario,4111,8335.739130434784,12061.404347826088,20348.17391304348,44.9,77.4,53.5
2283,1997-03-01,Prince Edward Island,49,8715.304347826088,12658.478260869568,21271.130434782608,88.4,60.7,82.9
2284,1997-03-01,Quebec,2903,9094.869565217392,13255.552173913044,22194.086956521736,56.0,52.1,54.8
2285,1997-03-01,Canada,11241,6437.913043478261,9076.034782608696,15733.391304347826,51.2,66.2,55.5
2286,1997-04-01,Alberta,1033,9854.0,14449.7,24040.0,41.3,39.5,40.4
2287,1997-04-01,British Columbia,1506,23477.0,20973.7,57970.0,83.5,85.4,83.4
2288,1997-04-01,Manitoba,430,965.0,1915.0,3353.0,46.6,34.5,43.0
2289,1997-04-01,New Brunswick,280,1189.0,2073.1,2514.0,80.5,78.8,79.7
2290,1997-04-01,Newfoundland and Labrador,189,1144.0,869.2,3321.0,49.3,44.5,47.9
2291,1997-04-01,Ontario,4111,30066.0,35232.6,62000.0,45.2,77.3,53.7
2292,1997-04-01,Prince Edward Island,49,200.0,436.7,456.0,88.4,60.7,82.9
2293,1997-04-01,Quebec,2903,15161.0,24883.2,28409.0,55.7,52.3,54.6
2294,1997-04-01,Canada,11241,84633.0,104612.4,190196.0,51.3,66.1,55.5
2295,1997-05-01,Alberta,1033,1561.391304347826,2250.478260869565,4410.391304347826,41.4,39.5,40.5
2296,1997-05-01,British Columbia,1506,2096.782608695652,2782.3565217391306,5318.782608695652,83.4,85.4,83.3
2297,1997-05-01,Manitoba,430,3167.5652173913045,3846.113043478261,7135.565217391304,46.6,34.5,43.0
2298,1997-05-01,New Brunswick,280,3702.9565217391305,4377.991304347826,8043.956521739131,80.1,77.7,79.2
2299,1997-05-01,Newfoundland and Labrador,189,4238.347826086957,4909.869565217392,8952.347826086956,49.8,45.1,48.4
2300,1997-05-01,Ontario,4111,5309.130434782609,5973.626086956521,10769.130434782608,45.4,77.3,53.9
2301,1997-05-01,Prince Edward Island,49,5844.521739130435,6505.504347826087,11677.521739130436,88.4,60.7,82.9
2302,1997-05-01,Quebec,2903,6379.913043478261,7037.382608695652,12585.913043478262,55.3,52.2,54.3
2303,1997-05-01,Canada,11241,2632.1739130434785,3314.234782608696,6227.173913043478,51.3,66.2,55.6
2304,1997-06-01,Alberta,1033,7450.695652173914,8101.139130434783,14402.695652173914,41.6,39.6,40.7
2305,1997-06-01,British Columbia,1506,7986.08695652174,8633.017391304347,15311.08695652174,82.7,85.5,82.9
2306,1997-06-01,Manitoba,430,9056.869565217392,9696.773913043478,17127.869565217392,46.8,34.5,43.1
2307,1997-06-01,New Brunswick,280,9592.260869565218,10228.652173913044,18036.260869565216,80.0,77.7,79.1
2308,1997-06-01,Newfoundland and Labrador,189,10127.652173913044,10760.53043478261,18944.652173913044,49.6,45.1,48.3
2309,1997-06-01,Ontario,4111,11198.434782608696,11824.28695652174,20761.434782608696,45.5,77.3,53.9
2310,1997-06-01,Prince Edward Island,49,11733.826086956522,12356.165217391304,21669.826086956524,88.5,62.0,83.3
2311,1997-06-01,Quebec,2903,12269.217391304348,12888.04347826087,22578.217391304348,55.4,52.3,54.4
2312,1997-06-01,Canada,11241,8521.478260869566,9164.895652173913,16219.478260869566,51.4,66.3,55.6
2313,1997-07-01,Alberta,1033,13340.0,13951.8,24395.0,41.7,39.7,40.8
2314,1997-07-01,British Columbia,1506,17531.0,22976.6,63374.0,82.0,85.4,82.4
2315,1997-07-01,Manitoba,430,1499.0,1787.9,3643.0,46.8,34.5,43.1
2316,1997-07-01,New Brunswick,280,1590.0,2271.9,3102.0,79.8,77.7,78.9
2317,1997-07-01,Newfoundland and Labrador,189,1053.0,1345.7,3592.0,49.6,45.1,48.3
2318,1997-07-01,Ontario,4111,33461.0,38279.1,67344.0,45.7,77.3,54.1
2319,1997-07-01,Prince Edward Island,49,392.0,343.4,407.0,88.8,62.0,83.5
2320,1997-07-01,Quebec,2903,27386.0,15162.8,16255.0,55.4,52.3,54.4
2321,1997-07-01,Canada,11241,99887.0,101001.2,191349.0,51.4,66.3,55.6
2322,1997-08-01,Alberta,1033,1967.304347826087,2682.982608695652,5140.913043478261,41.9,39.8,40.9
2323,1997-08-01,British Columbia,1506,2467.608695652174,3227.865217391304,6092.826086956522,81.4,85.3,82.0
2324,1997-08-01,Manitoba,430,3468.217391304348,4317.630434782608,7996.652173913044,46.8,34.5,43.1
2325,1997-08-01,New Brunswick,280,3968.5217391304345,4862.51304347826,8948.565217391304,79.5,77.3,78.6
2326,1997-08-01,Newfoundland and Labrador,189,4468.826086956522,5407.395652173913,9900.478260869564,49.3,45.1,48.1
2327,1997-08-01,Ontario,4111,5469.434782608696,6497.160869565218,11804.304347826088,45.7,77.4,54.1
2328,1997-08-01,Prince Edward Island,49,5969.739130434782,7042.04347826087,12756.217391304348,89.2,62.0,83.8
2329,1997-08-01,Quebec,2903,6470.043478260869,7586.926086956522,13708.130434782608,55.6,52.6,54.6
2330,1997-08-01,Canada,11241,2967.913043478261,3772.7478260869566,7044.739130434782,51.4,66.3,55.6
2331,1997-09-01,Alberta,1033,7470.652173913043,8676.691304347825,15611.95652173913,42.0,39.9,41.1
2332,1997-09-01,British Columbia,1506,7970.95652173913,9221.573913043478,16563.869565217392,81.1,85.0,81.7
2333,1997-09-01,Manitoba,430,8971.565217391304,10311.339130434782,18467.695652173912,47.0,34.6,43.3
2334,1997-09-01,New Brunswick,280,9471.869565217392,10856.221739130437,19419.608695652176,79.4,77.3,78.6
2335,1997-09-01,Newfoundland and Labrador,189,9972.173913043478,11401.104347826087,20371.521739130432,49.3,45.1,48.1
2336,1997-09-01,Ontario,4111,10972.782608695652,12490.869565217392,22275.34782608696,45.8,77.4,54.2
2337,1997-09-01,Prince Edward Island,49,11473.086956521738,13035.752173913044,23227.260869565216,88.1,62.0,83.0
2338,1997-09-01,Quebec,2903,11973.391304347826,13580.634782608697,24179.17391304348,55.7,52.5,54.6
2339,1997-09-01,Canada,11241,8471.260869565216,9766.45652173913,17515.782608695652,51.4,66.3,55.6
2340,1997-10-01,Alberta,1033,12974.0,14670.4,26083.0,42.5,40.2,41.5
2341,1997-10-01,British Columbia,1506,23254.0,18684.1,58762.0,79.7,85.1,80.9
2342,1997-10-01,Manitoba,430,2274.0,1322.4,2694.0,47.0,34.6,43.3
2343,1997-10-01,New Brunswick,280,2674.0,1361.4,1786.0,79.5,77.3,78.7
2344,1997-10-01,Newfoundland and Labrador,189,1154.0,1224.0,3658.0,49.3,45.1,48.1
2345,1997-10-01,Ontario,4111,35287.0,34408.5,66469.0,45.9,77.4,54.2
2346,1997-10-01,Prince Edward Island,49,359.0,210.4,264.0,86.7,62.0,81.9
2347,1997-10-01,Quebec,2903,12693.0,13001.3,16224.0,55.7,52.8,54.7
2348,1997-10-01,Canada,11241,94975.0,88696.6,184496.0,51.4,66.3,55.6
2349,1997-11-01,Alberta,1033,2216.478260869565,2173.291304347826,5084.086956521739,42.7,40.2,41.6
2350,1997-11-01,British Columbia,1506,2603.9565217391305,2592.582608695652,6067.173913043478,79.2,85.1,80.6
2351,1997-11-01,Manitoba,430,3378.913043478261,3431.1652173913044,8033.347826086956,47.0,34.6,43.3
2352,1997-11-01,New Brunswick,280,3766.391304347826,3850.4565217391305,9016.434782608696,79.5,77.3,78.7
2353,1997-11-01,Newfoundland and Labrador,189,4153.869565217391,4269.747826086957,9999.521739130436,49.2,45.1,48.0
2354,1997-11-01,Ontario,4111,4928.826086956522,5108.330434782609,11965.695652173912,46.5,77.4,54.7
2355,1997-11-01,Prince Edward Island,49,5316.304347826086,5527.621739130434,12948.782608695652,85.6,62.0,81.0
2356,1997-11-01,Quebec,2903,5703.782608695652,5946.913043478261,13931.869565217392,55.7,52.8,54.7
2357,1997-11-01,Canada,11241,2991.4347826086955,3011.8739130434783,7050.260869565218,51.7,66.3,55.8
2358,1997-12-01,Alberta,1033,6478.739130434782,6785.495652173913,15898.04347826087,43.1,40.4,42.0
2359,1997-12-01,British Columbia,1506,6866.217391304347,7204.786956521739,16881.130434782608,79.4,85.2,80.8
2360,1997-12-01,Manitoba,430,7641.173913043478,8043.369565217392,18847.304347826088,47.0,34.6,43.3
2361,1997-12-01,New Brunswick,280,8028.652173913043,8462.660869565218,19830.391304347824,79.6,77.3,78.7
2362,1997-12-01,Newfoundland and Labrador,189,8416.130434782608,8881.952173913043,20813.478260869564,49.3,45.1,48.1
2363,1997-12-01,Ontario,4111,9191.08695652174,9720.534782608696,22779.652173913044,46.5,77.4,54.7
2364,1997-12-01,Prince Edward Island,49,9578.565217391304,10139.826086956522,23762.739130434784,85.6,62.0,81.0
2365,1997-12-01,Quebec,2903,9966.043478260868,10559.117391304348,24745.82608695652,55.7,52.8,54.7
2366,1997-12-01,Canada,11241,7253.695652173913,7624.078260869565,17864.217391304348,51.8,66.4,55.9
2367,1998-01-01,Alberta,1059,10741.0,11397.7,26712.0,43.8,40.4,42.5
2368,1998-01-01,British Columbia,1529,13833.0,11838.3,51708.0,78.5,85.0,80.0
2369,1998-01-01,Manitoba,434,1328.0,657.4,2040.0,47.0,34.6,43.3
2370,1998-01-01,New Brunswick,283,777.0,168.4,1165.0,79.4,77.3,78.6
2371,1998-01-01,Newfoundland and Labrador,190,926.0,287.5,2982.0,49.3,45.1,48.1
2372,1998-01-01,Ontario,4179,28689.0,24124.1,62840.0,46.7,77.4,54.8
2373,1998-01-01,Prince Edward Island,49,126.0,71.6,201.0,84.2,63.0,80.2
2374,1998-01-01,Quebec,2938,7617.0,7224.9,15541.0,55.7,53.3,54.8
2375,1998-01-01,Canada,11406,66340.0,57729.6,171175.0,51.9,66.4,56.0
2376,1998-02-01,Alberta,1059,1813.6521739130435,1854.1304347826087,5044.95652173913,44.0,40.4,42.6
2377,1998-02-01,British Columbia,1529,2340.304347826087,2544.760869565217,6190.913043478261,78.2,85.0,79.8
2378,1998-02-01,Manitoba,434,3393.608695652174,3926.021739130435,8482.826086956522,47.1,34.6,43.4
2379,1998-02-01,New Brunswick,283,3920.2608695652175,4616.652173913044,9628.782608695652,79.2,77.3,78.4
2380,1998-02-01,Newfoundland and Labrador,190,4446.913043478261,5307.282608695652,10774.739130434784,49.3,45.1,48.1
2381,1998-02-01,Ontario,4179,5500.217391304348,6688.54347826087,13066.652173913044,46.8,77.4,54.9
2382,1998-02-01,Prince Edward Island,49,6026.869565217392,7379.173913043479,14212.608695652174,85.5,63.3,81.3
2383,1998-02-01,Quebec,2938,6553.521739130435,8069.804347826088,15358.565217391304,55.9,53.3,55.0
2384,1998-02-01,Canada,11406,2866.9565217391305,3235.391304347826,7336.869565217392,52.0,66.4,56.0
2385,1998-03-01,Alberta,1059,7606.826086956522,9451.065217391304,17650.478260869568,44.3,40.3,42.8
2386,1998-03-01,British Columbia,1529,8133.478260869566,10141.695652173914,18796.434782608696,77.7,85.0,79.6
2387,1998-03-01,Manitoba,434,9186.782608695652,11522.956521739132,21088.34782608696,47.1,34.6,43.4
2388,1998-03-01,New Brunswick,283,9713.434782608696,12213.58695652174,22234.304347826088,79.1,77.3,78.3
