"REF_DATE","GEO","DGUID","Type of expenditure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1949/1950","Alberta","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568094","11.8","0","","","","0"
"1949/1950","British Columbia","","Total expenditures","Dollars","81","thousands","3","v1568095","12.1","1295","","","","0"
"1949/1950","British Columbia","","Total operating expenditures","Dollars","81","thousands","3","v1568101","12.7","1295","","","","0"
"1949/1950","British Columbia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568098","12.4","336","","","","0"
"1949/1950","British Columbia","","Teachers salaries","Dollars","81","thousands","3","v1568096","12.2","336","","","","0"
"1949/1950","British Columbia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568099","12.5","","..","","","0"
"1949/1950","British Columbia","","Other operating expenditures","Dollars","81","thousands","3","v1568100","12.6","959","","","","0"
"1949/1950","British Columbia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568102","12.8","0","","","","0"
"1950/1951","Canada","","Total expenditures","Dollars","81","thousands","3","v1568007","1.1","19312","","","","0"
"1950/1951","Canada","","Total operating expenditures","Dollars","81","thousands","3","v1568013","1.7","19312","","","","0"
"1950/1951","Canada","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568010","1.4","5338","","","","0"
"1950/1951","Canada","","Teachers salaries","Dollars","81","thousands","3","v1568008","1.2","5338","","","","0"
"1950/1951","Canada","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568011","1.5","2657","","","","0"
"1950/1951","Canada","","Other operating expenditures","Dollars","81","thousands","3","v1568012","1.6","11317","","","","0"
"1950/1951","Canada","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568014","1.8","0","","","","0"
"1950/1951","Atlantic Province","","Total expenditures","Dollars","81","thousands","3","v1568047","6.1","897","","","","0"
"1950/1951","Atlantic Province","","Total operating expenditures","Dollars","81","thousands","3","v1568053","6.7","897","","","","0"
"1950/1951","Atlantic Province","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568050","6.4","220","","","","0"
"1950/1951","Atlantic Province","","Teachers salaries","Dollars","81","thousands","3","v1568048","6.2","220","","","","0"
"1950/1951","Atlantic Province","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568051","6.5","107","","","","0"
"1950/1951","Atlantic Province","","Other operating expenditures","Dollars","81","thousands","3","v1568052","6.6","570","","","","0"
"1950/1951","Atlantic Province","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568054","6.8","0","","","","0"
"1950/1951","Newfoundland and Labrador","","Total expenditures","Dollars","81","thousands","3","v1568015","2.1","","x","","","0"
"1950/1951","Newfoundland and Labrador","","Total operating expenditures","Dollars","81","thousands","3","v1568021","2.7","","x","","","0"
"1950/1951","Newfoundland and Labrador","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568018","2.4","","x","","","0"
"1950/1951","Newfoundland and Labrador","","Teachers salaries","Dollars","81","thousands","3","v1568016","2.2","","x","","","0"
"1950/1951","Newfoundland and Labrador","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568019","2.5","","x","","","0"
"1950/1951","Newfoundland and Labrador","","Other operating expenditures","Dollars","81","thousands","3","v1568020","2.6","","x","","","0"
"1950/1951","Newfoundland and Labrador","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568022","2.8","","x","","","0"
"1950/1951","Prince Edward Island","","Total expenditures","Dollars","81","thousands","3","v1568023","3.1","","x","","","0"
"1950/1951","Prince Edward Island","","Total operating expenditures","Dollars","81","thousands","3","v1568029","3.7","","x","","","0"
"1950/1951","Prince Edward Island","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568026","3.4","","x","","","0"
"1950/1951","Prince Edward Island","","Teachers salaries","Dollars","81","thousands","3","v1568024","3.2","","x","","","0"
"1950/1951","Prince Edward Island","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568027","3.5","","x","","","0"
"1950/1951","Prince Edward Island","","Other operating expenditures","Dollars","81","thousands","3","v1568028","3.6","","x","","","0"
"1950/1951","Prince Edward Island","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568030","3.8","","x","","","0"
"1950/1951","Nova Scotia","","Total expenditures","Dollars","81","thousands","3","v1568031","4.1","","x","","","0"
"1950/1951","Nova Scotia","","Total operating expenditures","Dollars","81","thousands","3","v1568037","4.7","","x","","","0"
"1950/1951","Nova Scotia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568034","4.4","","x","","","0"
"1950/1951","Nova Scotia","","Teachers salaries","Dollars","81","thousands","3","v1568032","4.2","","x","","","0"
"1950/1951","Nova Scotia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568035","4.5","","x","","","0"
"1950/1951","Nova Scotia","","Other operating expenditures","Dollars","81","thousands","3","v1568036","4.6","","x","","","0"
"1950/1951","Nova Scotia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568038","4.8","","x","","","0"
"1950/1951","New Brunswick","","Total expenditures","Dollars","81","thousands","3","v1568039","5.1","","x","","","0"
"1950/1951","New Brunswick","","Total operating expenditures","Dollars","81","thousands","3","v1568045","5.7","","x","","","0"
"1950/1951","New Brunswick","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568042","5.4","","x","","","0"
"1950/1951","New Brunswick","","Teachers salaries","Dollars","81","thousands","3","v1568040","5.2","","x","","","0"
"1950/1951","New Brunswick","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568043","5.5","","x","","","0"
"1950/1951","New Brunswick","","Other operating expenditures","Dollars","81","thousands","3","v1568044","5.6","","x","","","0"
"1950/1951","New Brunswick","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568046","5.8","","x","","","0"
"1950/1951","Quebec","","Total expenditures","Dollars","81","thousands","3","v1568055","7.1","8800","","","","0"
"1950/1951","Quebec","","Total operating expenditures","Dollars","81","thousands","3","v1568061","7.7","8800","","","","0"
"1950/1951","Quebec","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568058","7.4","2400","","","","0"
"1950/1951","Quebec","","Teachers salaries","Dollars","81","thousands","3","v1568056","7.2","2400","","","","0"
"1950/1951","Quebec","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568059","7.5","1200","","","","0"
"1950/1951","Quebec","","Other operating expenditures","Dollars","81","thousands","3","v1568060","7.6","5200","","","","0"
"1950/1951","Quebec","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568062","7.8","0","","","","0"
"1950/1951","Ontario","","Total expenditures","Dollars","81","thousands","3","v1568063","8.1","5768","","","","0"
"1950/1951","Ontario","","Total operating expenditures","Dollars","81","thousands","3","v1568069","8.7","5768","","","","0"
"1950/1951","Ontario","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568066","8.4","1627","","","","0"
"1950/1951","Ontario","","Teachers salaries","Dollars","81","thousands","3","v1568064","8.2","1627","","","","0"
"1950/1951","Ontario","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568067","8.5","845","","","","0"
"1950/1951","Ontario","","Other operating expenditures","Dollars","81","thousands","3","v1568068","8.6","3296","","","","0"
"1950/1951","Ontario","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568070","8.8","0","","","","0"
"1950/1951","Manitoba","","Total expenditures","Dollars","81","thousands","3","v1568071","9.1","808","","","","0"
"1950/1951","Manitoba","","Total operating expenditures","Dollars","81","thousands","3","v1568077","9.7","808","","","","0"
"1950/1951","Manitoba","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568074","9.4","283","","","","0"
"1950/1951","Manitoba","","Teachers salaries","Dollars","81","thousands","3","v1568072","9.2","283","","","","0"
"1950/1951","Manitoba","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568075","9.5","109","","","","0"
"1950/1951","Manitoba","","Other operating expenditures","Dollars","81","thousands","3","v1568076","9.6","416","","","","0"
"1950/1951","Manitoba","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568078","9.8","0","","","","0"
"1950/1951","Saskatchewan","","Total expenditures","Dollars","81","thousands","3","v1568079","10.1","645","","","","0"
"1950/1951","Saskatchewan","","Total operating expenditures","Dollars","81","thousands","3","v1568085","10.7","645","","","","0"
"1950/1951","Saskatchewan","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568082","10.4","129","","","","0"
"1950/1951","Saskatchewan","","Teachers salaries","Dollars","81","thousands","3","v1568080","10.2","129","","","","0"
"1950/1951","Saskatchewan","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568083","10.5","70","","","","0"
"1950/1951","Saskatchewan","","Other operating expenditures","Dollars","81","thousands","3","v1568084","10.6","446","","","","0"
"1950/1951","Saskatchewan","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568086","10.8","0","","","","0"
"1950/1951","Alberta","","Total expenditures","Dollars","81","thousands","3","v1568087","11.1","1072","","","","0"
"1950/1951","Alberta","","Total operating expenditures","Dollars","81","thousands","3","v1568093","11.7","1072","","","","0"
"1950/1951","Alberta","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568090","11.4","329","","","","0"
"1950/1951","Alberta","","Teachers salaries","Dollars","81","thousands","3","v1568088","11.2","329","","","","0"
"1950/1951","Alberta","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568091","11.5","120","","","","0"
"1950/1951","Alberta","","Other operating expenditures","Dollars","81","thousands","3","v1568092","11.6","623","","","","0"
"1950/1951","Alberta","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568094","11.8","0","","","","0"
"1950/1951","British Columbia","","Total expenditures","Dollars","81","thousands","3","v1568095","12.1","1322","","","","0"
"1950/1951","British Columbia","","Total operating expenditures","Dollars","81","thousands","3","v1568101","12.7","1322","","","","0"
"1950/1951","British Columbia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568098","12.4","350","","","","0"
"1950/1951","British Columbia","","Teachers salaries","Dollars","81","thousands","3","v1568096","12.2","350","","","","0"
"1950/1951","British Columbia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568099","12.5","206","","","","0"
"1950/1951","British Columbia","","Other operating expenditures","Dollars","81","thousands","3","v1568100","12.6","766","","","","0"
"1950/1951","British Columbia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568102","12.8","0","","","","0"
"1951/1952","Canada","","Total expenditures","Dollars","81","thousands","3","v1568007","1.1","19030","","","","0"
"1951/1952","Canada","","Total operating expenditures","Dollars","81","thousands","3","v1568013","1.7","19030","","","","0"
"1951/1952","Canada","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568010","1.4","5313","","","","0"
"1951/1952","Canada","","Teachers salaries","Dollars","81","thousands","3","v1568008","1.2","5313","","","","0"
"1951/1952","Canada","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568011","1.5","2618","","","","0"
"1951/1952","Canada","","Other operating expenditures","Dollars","81","thousands","3","v1568012","1.6","11099","","","","0"
"1951/1952","Canada","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568014","1.8","0","","","","0"
"1951/1952","Atlantic Province","","Total expenditures","Dollars","81","thousands","3","v1568047","6.1","841","","","","0"
"1951/1952","Atlantic Province","","Total operating expenditures","Dollars","81","thousands","3","v1568053","6.7","841","","","","0"
"1951/1952","Atlantic Province","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568050","6.4","223","","","","0"
"1951/1952","Atlantic Province","","Teachers salaries","Dollars","81","thousands","3","v1568048","6.2","223","","","","0"
"1951/1952","Atlantic Province","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568051","6.5","101","","","","0"
"1951/1952","Atlantic Province","","Other operating expenditures","Dollars","81","thousands","3","v1568052","6.6","517","","","","0"
"1951/1952","Atlantic Province","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568054","6.8","0","","","","0"
"1951/1952","Newfoundland and Labrador","","Total expenditures","Dollars","81","thousands","3","v1568015","2.1","","x","","","0"
"1951/1952","Newfoundland and Labrador","","Total operating expenditures","Dollars","81","thousands","3","v1568021","2.7","","x","","","0"
"1951/1952","Newfoundland and Labrador","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568018","2.4","","x","","","0"
