REF_DATE,Province,Number_of_Households
1999-05,Manitoba,437
1999-05,New Brunswick,286
1999-05,Newfoundland and Labrador,190
1999-05,Nova Scotia,362
1999-05,Ontario,4246
1999-05,Prince Edward Island,50
1999-05,Quebec,2974
1999-05,Saskatchewan,386
1999-06,Alberta,1084
1999-06,British Columbia,1552
1999-06,Manitoba,437
1999-06,New Brunswick,286
1999-06,Newfoundland and Labrador,190
1999-06,Nova Scotia,362
1999-06,Ontario,4246
1999-06,Prince Edward Island,50
1999-06,Quebec,2974
1999-06,Saskatchewan,386
1999-07,Alberta,1084
1999-07,British Columbia,1552
1999-07,Manitoba,437
1999-07,New Brunswick,286
1999-07,Newfoundland and Labrador,190
1999-07,Nova Scotia,362
1999-07,Ontario,4246
1999-07,Prince Edward Island,50
1999-07,Quebec,2974
1999-07,Saskatchewan,386
1999-08,Alberta,1084
1999-08,British Columbia,1552
1999-08,Manitoba,437
1999-08,New Brunswick,286
1999-08,Newfoundland and Labrador,190
1999-08,Nova Scotia,362
1999-08,Ontario,4246
1999-08,Prince Edward Island,50
1999-08,Quebec,2974
1999-08,Saskatchewan,386
1999-09,Alberta,1084
1999-09,British Columbia,1552
1999-09,Manitoba,437
1999-09,New Brunswick,286
1999-09,Newfoundland and Labrador,190
1999-09,Nova Scotia,362
1999-09,Ontario,4246
1999-09,Prince Edward Island,50
1999-09,Quebec,2974
1999-09,Saskatchewan,386
1999-10,Alberta,1084
1999-10,British Columbia,1552
1999-10,Manitoba,437
1999-10,New Brunswick,286
1999-10,Newfoundland and Labrador,190
1999-10,Nova Scotia,362
1999-10,Ontario,4246
1999-10,Prince Edward Island,50
1999-10,Quebec,2974
1999-10,Saskatchewan,386
1999-11,Alberta,1084
1999-11,British Columbia,1552
1999-11,Manitoba,437
1999-11,New Brunswick,286
1999-11,Newfoundland and Labrador,190
1999-11,Nova Scotia,362
1999-11,Ontario,4246
1999-11,Prince Edward Island,50
1999-11,Quebec,2974
1999-11,Saskatchewan,386
1999-12,Alberta,1084
1999-12,British Columbia,1552
1999-12,Manitoba,437
1999-12,New Brunswick,286
1999-12,Newfoundland and Labrador,190
1999-12,Nova Scotia,362
1999-12,Ontario,4246
1999-12,Prince Edward Island,50
1999-12,Quebec,2974
1999-12,Saskatchewan,386
2000-01,Alberta,1110
2000-01,British Columbia,1575
2000-01,Manitoba,441
2000-01,New Brunswick,289
2000-01,Newfoundland and Labrador,191
2000-01,Nova Scotia,366
2000-01,Ontario,4314
2000-01,Prince Edward Island,50
2000-01,Quebec,3009
2000-01,Saskatchewan,387
2000-02,Alberta,1110
2000-02,British Columbia,1575
2000-02,Manitoba,441
2000-02,New Brunswick,289
2000-02,Newfoundland and Labrador,191
2000-02,Nova Scotia,366
2000-02,Ontario,4314
2000-02,Prince Edward Island,50
2000-02,Quebec,3009
2000-02,Saskatchewan,387
2000-03,Alberta,1110
2000-03,British Columbia,1575
2000-03,Manitoba,441
2000-03,New Brunswick,289
2000-03,Newfoundland and Labrador,191
2000-03,Nova Scotia,366
2000-03,Ontario,4314
2000-03,Prince Edward Island,50
2000-03,Quebec,3009
2000-03,Saskatchewan,387
2000-04,Alberta,1110
2000-04,British Columbia,1575
2000-04,Manitoba,441
2000-04,New Brunswick,289
2000-04,Newfoundland and Labrador,191
2000-04,Nova Scotia,366
2000-04,Ontario,4314
2000-04,Prince Edward Island,50
2000-04,Quebec,3009
2000-04,Saskatchewan,387
2000-05,Alberta,1110
2000-05,British Columbia,1575
2000-05,Manitoba,441
2000-05,New Brunswick,289
2000-05,Newfoundland and Labrador,191
2000-05,Nova Scotia,366
2000-05,Ontario,4314
2000-05,Prince Edward Island,50
2000-05,Quebec,3009
2000-05,Saskatchewan,387
2000-06,Alberta,1110
2000-06,British Columbia,1575
2000-06,Manitoba,441
2000-06,New Brunswick,289
2000-06,Newfoundland and Labrador,191
2000-06,Nova Scotia,366
2000-06,Ontario,4314
2000-06,Prince Edward Island,50
2000-06,Quebec,3009
2000-06,Saskatchewan,387
2000-07,Alberta,1110
2000-07,British Columbia,1575
2000-07,Manitoba,441
2000-07,New Brunswick,289
2000-07,Newfoundland and Labrador,191
2000-07,Nova Scotia,366
2000-07,Ontario,4314
2000-07,Prince Edward Island,50
2000-07,Quebec,3009
2000-07,Saskatchewan,387
2000-08,Alberta,1110
2000-08,British Columbia,1575
2000-08,Manitoba,441
2000-08,New Brunswick,289
2000-08,Newfoundland and Labrador,191
2000-08,Nova Scotia,366
2000-08,Ontario,4314
2000-08,Prince Edward Island,50
2000-08,Quebec,3009
2000-08,Saskatchewan,387
2000-09,Alberta,1110
2000-09,British Columbia,1575
2000-09,Manitoba,441
2000-09,New Brunswick,289
2000-09,Newfoundland and Labrador,191
2000-09,Nova Scotia,366
2000-09,Ontario,4314
2000-09,Prince Edward Island,50
2000-09,Quebec,3009
2000-09,Saskatchewan,387
2000-10,Alberta,1110
2000-10,British Columbia,1575
2000-10,Manitoba,441
2000-10,New Brunswick,289
2000-10,Newfoundland and Labrador,191
2000-10,Nova Scotia,366
2000-10,Ontario,4314
2000-10,Prince Edward Island,50
2000-10,Quebec,3009
2000-10,Saskatchewan,387
2000-11,Alberta,1110
2000-11,British Columbia,1575
2000-11,Manitoba,441
2000-11,New Brunswick,289
2000-11,Newfoundland and Labrador,191
2000-11,Nova Scotia,366
2000-11,Ontario,4314
2000-11,Prince Edward Island,50
2000-11,Quebec,3009
2000-11,Saskatchewan,387
2000-12,Alberta,1110
2000-12,British Columbia,1575
2000-12,Manitoba,441
2000-12,New Brunswick,289
2000-12,Newfoundland and Labrador,191
2000-12,Nova Scotia,366
2000-12,Ontario,4314
2000-12,Prince Edward Island,50
2000-12,Quebec,3009
2000-12,Saskatchewan,387
2001-01,Alberta,1135
2001-01,British Columbia,1598
2001-01,Manitoba,444
2001-01,New Brunswick,292
2001-01,Newfoundland and Labrador,192
2001-01,Nova Scotia,370
2001-01,Ontario,4381
2001-01,Prince Edward Island,51
2001-01,Quebec,3044
2001-01,Saskatchewan,388
2001-02,Alberta,1135
2001-02,British Columbia,1598
2001-02,Manitoba,444
2001-02,New Brunswick,292
2001-02,Newfoundland and Labrador,192
2001-02,Nova Scotia,370
2001-02,Ontario,4381
2001-02,Prince Edward Island,51
2001-02,Quebec,3044
2001-02,Saskatchewan,388
2001-03,Alberta,1135
2001-03,British Columbia,1598
2001-03,Manitoba,444
2001-03,New Brunswick,292
2001-03,Newfoundland and Labrador,192
2001-03,Nova Scotia,370
2001-03,Ontario,4381
2001-03,Prince Edward Island,51
2001-03,Quebec,3044
2001-03,Saskatchewan,388
2001-04,Alberta,1135
2001-04,British Columbia,1598
2001-04,Manitoba,444
2001-04,New Brunswick,292
2001-04,Newfoundland and Labrador,192
2001-04,Nova Scotia,370
2001-04,Ontario,4381
2001-04,Prince Edward Island,51
2001-04,Quebec,3044
2001-04,Saskatchewan,388
2001-05,Alberta,1135
2001-05,British Columbia,1598
2001-05,Manitoba,444
2001-05,New Brunswick,292
2001-05,Newfoundland and Labrador,192
2001-05,Nova Scotia,370
2001-05,Ontario,4381
2001-05,Prince Edward Island,51
2001-05,Quebec,3044
2001-05,Saskatchewan,388
2001-06,Alberta,1135
2001-06,British Columbia,1598
2001-06,Manitoba,444
2001-06,New Brunswick,292
2001-06,Newfoundland and Labrador,192
2001-06,Nova Scotia,370
2001-06,Ontario,4381
2001-06,Prince Edward Island,51
2001-06,Quebec,3044
2001-06,Saskatchewan,388
2001-07,Alberta,1135
2001-07,British Columbia,1598
2001-07,Manitoba,444
2001-07,New Brunswick,292
2001-07,Newfoundland and Labrador,192
2001-07,Nova Scotia,370
2001-07,Ontario,4381
2001-07,Prince Edward Island,51
2001-07,Quebec,3044
2001-07,Saskatchewan,388
2001-08,Alberta,1135
2001-08,British Columbia,1598
2001-08,Manitoba,444
2001-08,New Brunswick,292
2001-08,Newfoundland and Labrador,192
2001-08,Nova Scotia,370
2001-08,Ontario,4381
2001-08,Prince Edward Island,51
2001-08,Quebec,3044
2001-08,Saskatchewan,388
2001-09,Alberta,1135
2001-09,British Columbia,1598
2001-09,Manitoba,444
2001-09,New Brunswick,292
2001-09,Newfoundland and Labrador,192
2001-09,Nova Scotia,370
2001-09,Ontario,4381
2001-09,Prince Edward Island,51
2001-09,Quebec,3044
2001-09,Saskatchewan,388
2001-10,Alberta,1135
2001-10,British Columbia,1598
2001-10,Manitoba,444
2001-10,New Brunswick,292
2001-10,Newfoundland and Labrador,192
2001-10,Nova Scotia,370
2001-10,Ontario,4381
2001-10,Prince Edward Island,51
2001-10,Quebec,3044
2001-10,Saskatchewan,388
2001-11,Alberta,1135
2001-11,British Columbia,1598
2001-11,Manitoba,444
2001-11,New Brunswick,292
2001-11,Newfoundland and Labrador,192
2001-11,Nova Scotia,370
2001-11,Ontario,4381
2001-11,Prince Edward Island,51
2001-11,Quebec,3044
2001-11,Saskatchewan,388
2001-12,Alberta,1135
2001-12,British Columbia,1598
2001-12,Manitoba,444
2001-12,New Brunswick,292
2001-12,Newfoundland and Labrador,192
2001-12,Nova Scotia,370
2001-12,Ontario,4381
2001-12,Prince Edward Island,51
2001-12,Quebec,3044
2001-12,Saskatchewan,388
2002-01,Alberta,1169
2002-01,British Columbia,1616
2002-01,Manitoba,448
2002-01,New Brunswick,294
2002-01,Newfoundland and Labrador,193
2002-01,Nova Scotia,373
2002-01,Ontario,4451
2002-01,Prince Edward Island,52
2002-01,Quebec,3080
2002-01,Saskatchewan,390
2002-02,Alberta,1169
2002-02,British Columbia,1616
2002-02,Manitoba,448
2002-02,New Brunswick,294
2002-02,Newfoundland and Labrador,193
2002-02,Nova Scotia,373
2002-02,Ontario,4451
2002-02,Prince Edward Island,52
2002-02,Quebec,3080
2002-02,Saskatchewan,390
2002-03,Alberta,1169
2002-03,British Columbia,1616
2002-03,Manitoba,448
2002-03,New Brunswick,294
2002-03,Newfoundland and Labrador,193
2002-03,Nova Scotia,373
2002-03,Ontario,4451
2002-03,Prince Edward Island,52
2002-03,Quebec,3080
2002-03,Saskatchewan,390
2002-04,Alberta,1169
2002-04,British Columbia,1616
2002-04,Manitoba,448
2002-04,New Brunswick,294
2002-04,Newfoundland and Labrador,193
2002-04,Nova Scotia,373
2002-04,Ontario,4451
2002-04,Prince Edward Island,52
2002-04,Quebec,3080
2002-04,Saskatchewan,390
2002-05,Alberta,1169
2002-05,British Columbia,1616
2002-05,Manitoba,448
2002-05,New Brunswick,294
2002-05,Newfoundland and Labrador,193
2002-05,Nova Scotia,373
2002-05,Ontario,4451
2002-05,Prince Edward Island,52
2002-05,Quebec,3080
2002-05,Saskatchewan,390
2002-06,Alberta,1169
2002-06,British Columbia,1616
2002-06,Manitoba,448
2002-06,New Brunswick,294
2002-06,Newfoundland and Labrador,193
2002-06,Nova Scotia,373
2002-06,Ontario,4451
2002-06,Prince Edward Island,52
2002-06,Quebec,3080
2002-06,Saskatchewan,390
2002-07,Alberta,1169
2002-07,British Columbia,1616
2002-07,Manitoba,448
2002-07,New Brunswick,294
2002-07,Newfoundland and Labrador,193
2002-07,Nova Scotia,373
2002-07,Ontario,4451
2002-07,Prince Edward Island,52
2002-07,Quebec,3080
2002-07,Saskatchewan,390
2002-08,Alberta,1169
2002-08,British Columbia,1616
2002-08,Manitoba,448
2002-08,New Brunswick,294
2002-08,Newfoundland and Labrador,193
2002-08,Nova Scotia,373
2002-08,Ontario,4451
2002-08,Prince Edward Island,52
2002-08,Quebec,3080
2002-08,Saskatchewan,390
2002-09,Alberta,1169
2002-09,British Columbia,1616
2002-09,Manitoba,448
2002-09,New Brunswick,294
2002-09,Newfoundland and Labrador,193
2002-09,Nova Scotia,373
2002-09,Ontario,4451
2002-09,Prince Edward Island,52
2002-09,Quebec,3080
2002-09,Saskatchewan,390
2002-10,Alberta,1169
2002-10,British Columbia,1616
2002-10,Manitoba,448
2002-10,New Brunswick,294
2002-10,Newfoundland and Labrador,193
2002-10,Nova Scotia,373
2002-10,Ontario,4451
2002-10,Prince Edward Island,52
2002-10,Quebec,3080
2002-10,Saskatchewan,390
2002-11,Alberta,1169
2002-11,British Columbia,1616
2002-11,Manitoba,448
2002-11,New Brunswick,294
2002-11,Newfoundland and Labrador,193
2002-11,Nova Scotia,373
2002-11,Ontario,4451
2002-11,Prince Edward Island,52
2002-11,Quebec,3080
2002-11,Saskatchewan,390
2002-12,Alberta,1169
2002-12,British Columbia,1616
2002-12,Manitoba,448
2002-12,New Brunswick,294
2002-12,Newfoundland and Labrador,193
2002-12,Nova Scotia,373
2002-12,Ontario,4451
2002-12,Prince Edward Island,52
2002-12,Quebec,3080
2002-12,Saskatchewan,390
2003-01,Alberta,1203
2003-01,British Columbia,1635
2003-01,Manitoba,451
2003-01,New Brunswick,296
2003-01,Newfoundland and Labrador,195
2003-01,Nova Scotia,376
2003-01,Ontario,4521
2003-01,Prince Edward Island,52
2003-01,Quebec,3116
2003-01,Saskatchewan,391
2003-02,Alberta,1203
2003-02,British Columbia,1635
2003-02,Manitoba,451
2003-02,New Brunswick,296
2003-02,Newfoundland and Labrador,195
2003-02,Nova Scotia,376
2003-02,Ontario,4521
2003-02,Prince Edward Island,52
2003-02,Quebec,3116
2003-02,Saskatchewan,391
2003-03,Alberta,1203
2003-03,British Columbia,1635
2003-03,Manitoba,451
2003-03,New Brunswick,296
2003-03,Newfoundland and Labrador,195
2003-03,Nova Scotia,376
2003-03,Ontario,4521
2003-03,Prince Edward Island,52
2003-03,Quebec,3116
2003-03,Saskatchewan,391
2003-04,Alberta,1203
2003-04,British Columbia,1635
2003-04,Manitoba,451
2003-04,New Brunswick,296
2003-04,Newfoundland and Labrador,195
2003-04,Nova Scotia,376
2003-04,Ontario,4521
2003-04,Prince Edward Island,52
2003-04,Quebec,3116
2003-04,Saskatchewan,391
2003-05,Alberta,1203
2003-05,British Columbia,1635
2003-05,Manitoba,451
2003-05,New Brunswick,296
2003-05,Newfoundland and Labrador,195
2003-05,Nova Scotia,376
2003-05,Ontario,4521
2003-05,Prince Edward Island,52
2003-05,Quebec,3116
2003-05,Saskatchewan,391
2003-06,Alberta,1203
2003-06,British Columbia,1635
2003-06,Manitoba,451
2003-06,New Brunswick,296
2003-06,Newfoundland and Labrador,195
2003-06,Nova Scotia,376
2003-06,Ontario,4521
2003-06,Prince Edward Island,52
2003-06,Quebec,3116
2003-06,Saskatchewan,391
2003-07,Alberta,1203
2003-07,British Columbia,1635
2003-07,Manitoba,451
2003-07,New Brunswick,296
2003-07,Newfoundland and Labrador,195
2003-07,Nova Scotia,376
2003-07,Ontario,4521
2003-07,Prince Edward Island,52
2003-07,Quebec,3116
2003-07,Saskatchewan,391
2003-08,Alberta,1203
2003-08,British Columbia,1635
2003-08,Manitoba,451
2003-08,New Brunswick,296
2003-08,Newfoundland and Labrador,195
2003-08,Nova Scotia,376
2003-08,Ontario,4521
2003-08,Prince Edward Island,52
2003-08,Quebec,3116
2003-08,Saskatchewan,391
2003-09,Alberta,1203
2003-09,British Columbia,1635
2003-09,Manitoba,451
2003-09,New Brunswick,296
2003-09,Newfoundland and Labrador,195
2003-09,Nova Scotia,376
2003-09,Ontario,4521
2003-09,Prince Edward Island,52
2003-09,Quebec,3116
2003-09,Saskatchewan,391
2003-10,Alberta,1203
2003-10,British Columbia,1635
2003-10,Manitoba,451
2003-10,New Brunswick,296
2003-10,Newfoundland and Labrador,195
2003-10,Nova Scotia,376
2003-10,Ontario,4521
2003-10,Prince Edward Island,52
2003-10,Quebec,3116
2003-10,Saskatchewan,391
2003-11,Alberta,1203
2003-11,British Columbia,1635
2003-11,Manitoba,451
2003-11,New Brunswick,296
2003-11,Newfoundland and Labrador,195
2003-11,Nova Scotia,376
2003-11,Ontario,4521
2003-11,Prince Edward Island,52
2003-11,Quebec,3116
2003-11,Saskatchewan,391
2003-12,Alberta,1203
2003-12,British Columbia,1635
2003-12,Manitoba,451
2003-12,New Brunswick,296
2003-12,Newfoundland and Labrador,195
2003-12,Nova Scotia,376
2003-12,Ontario,4521
2003-12,Prince Edward Island,52
2003-12,Quebec,3116
2003-12,Saskatchewan,391
2004-01,Alberta,1237
2004-01,British Columbia,1653
2004-01,Manitoba,455
2004-01,New Brunswick,298
2004-01,Newfoundland and Labrador,196
2004-01,Nova Scotia,380
2004-01,Ontario,4591
2004-01,Prince Edward Island,53
2004-01,Quebec,3151
2004-01,Saskatchewan,393
2004-02,Alberta,1237
2004-02,British Columbia,1653
2004-02,Manitoba,455
2004-02,New Brunswick,298
2004-02,Newfoundland and Labrador,196
2004-02,Nova Scotia,380
2004-02,Ontario,4591
2004-02,Prince Edward Island,53
2004-02,Quebec,3151
2004-02,Saskatchewan,393
2004-03,Alberta,1237
2004-03,British Columbia,1653
2004-03,Manitoba,455
2004-03,New Brunswick,298
2004-03,Newfoundland and Labrador,196
2004-03,Nova Scotia,380
2004-03,Ontario,4591
2004-03,Prince Edward Island,53
2004-03,Quebec,3151
2004-03,Saskatchewan,393
2004-04,Alberta,1237
2004-04,British Columbia,1653
2004-04,Manitoba,455
2004-04,New Brunswick,298
2004-04,Newfoundland and Labrador,196
2004-04,Nova Scotia,380
2004-04,Ontario,4591
2004-04,Prince Edward Island,53
2004-04,Quebec,3151
2004-04,Saskatchewan,393
2004-05,Alberta,1237
2004-05,British Columbia,1653
2004-05,Manitoba,455
2004-05,New Brunswick,298
2004-05,Newfoundland and Labrador,196
2004-05,Nova Scotia,380
2004-05,Ontario,4591
2004-05,Prince Edward Island,53
2004-05,Quebec,3151
2004-05,Saskatchewan,393
2004-06,Alberta,1237
2004-06,British Columbia,1653
2004-06,Manitoba,455
2004-06,New Brunswick,298
2004-06,Newfoundland and Labrador,196
2004-06,Nova Scotia,380
2004-06,Ontario,4591
2004-06,Prince Edward Island,53
2004-06,Quebec,3151
2004-06,Saskatchewan,393
2004-07,Alberta,1237
2004-07,British Columbia,1653
2004-07,Manitoba,455
2004-07,New Brunswick,298
2004-07,Newfoundland and Labrador,196
2004-07,Nova Scotia,380
2004-07,Ontario,4591
2004-07,Prince Edward Island,53
2004-07,Quebec,3151
2004-07,Saskatchewan,393
2004-08,Alberta,1237
2004-08,British Columbia,1653
2004-08,Manitoba,455
2004-08,New Brunswick,298
2004-08,Newfoundland and Labrador,196
2004-08,Nova Scotia,380
2004-08,Ontario,4591
2004-08,Prince Edward Island,53
2004-08,Quebec,3151
2004-08,Saskatchewan,393
2004-09,Alberta,1237
2004-09,British Columbia,1653
2004-09,Manitoba,455
2004-09,New Brunswick,298
2004-09,Newfoundland and Labrador,196
2004-09,Nova Scotia,380
2004-09,Ontario,4591
2004-09,Prince Edward Island,53
2004-09,Quebec,3151
2004-09,Saskatchewan,393
2004-10,Alberta,1237
2004-10,British Columbia,1653
2004-10,Manitoba,455
2004-10,New Brunswick,298
2004-10,Newfoundland and Labrador,196
2004-10,Nova Scotia,380
2004-10,Ontario,4591
2004-10,Prince Edward Island,53
2004-10,Quebec,3151
2004-10,Saskatchewan,393
2004-11,Alberta,1237
2004-11,British Columbia,1653
2004-11,Manitoba,455
2004-11,New Brunswick,298
2004-11,Newfoundland and Labrador,196
2004-11,Nova Scotia,380
2004-11,Ontario,4591
2004-11,Prince Edward Island,53
2004-11,Quebec,3151
2004-11,Saskatchewan,393
2004-12,Alberta,1237
2004-12,British Columbia,1653
2004-12,Manitoba,455
2004-12,New Brunswick,298
2004-12,Newfoundland and Labrador,196
2004-12,Nova Scotia,380
2004-12,Ontario,4591
2004-12,Prince Edward Island,53
2004-12,Quebec,3151
2004-12,Saskatchewan,393
2005-01,Alberta,1271
2005-01,British Columbia,1672
2005-01,Manitoba,458
2005-01,New Brunswick,300
2005-01,Newfoundland and Labrador,198
2005-01,Nova Scotia,383
2005-01,Ontario,4661
2005-01,Prince Edward Island,53
2005-01,Quebec,3187
2005-01,Saskatchewan,394
2005-02,Alberta,1271
2005-02,British Columbia,1672
2005-02,Manitoba,458
2005-02,New Brunswick,300
2005-02,Newfoundland and Labrador,198
2005-02,Nova Scotia,383
2005-02,Ontario,4661
2005-02,Prince Edward Island,53
2005-02,Quebec,3187
2005-02,Saskatchewan,394
2005-03,Alberta,1271
2005-03,British Columbia,1672
2005-03,Manitoba,458
2005-03,New Brunswick,300
2005-03,Newfoundland and Labrador,198
2005-03,Nova Scotia,383
2005-03,Ontario,4661
2005-03,Prince Edward Island,53
2005-03,Quebec,3187
2005-03,Saskatchewan,394
2005-04,Alberta,1271
2005-04,British Columbia,1672
2005-04,Manitoba,458
2005-04,New Brunswick,300
2005-04,Newfoundland and Labrador,198
2005-04,Nova Scotia,383
2005-04,Ontario,4661
2005-04,Prince Edward Island,53
2005-04,Quebec,3187
2005-04,Saskatchewan,394
2005-05,Alberta,1271
2005-05,British Columbia,1672
2005-05,Manitoba,458
2005-05,New Brunswick,300
2005-05,Newfoundland and Labrador,198
2005-05,Nova Scotia,383
2005-05,Ontario,4661
2005-05,Prince Edward Island,53
2005-05,Quebec,3187
2005-05,Saskatchewan,394
2005-06,Alberta,1271
2005-06,British Columbia,1672
2005-06,Manitoba,458
2005-06,New Brunswick,300
2005-06,Newfoundland and Labrador,198
2005-06,Nova Scotia,383
2005-06,Ontario,4661
2005-06,Prince Edward Island,53
2005-06,Quebec,3187
2005-06,Saskatchewan,394
2005-07,Alberta,1271
2005-07,British Columbia,1672
2005-07,Manitoba,458
2005-07,New Brunswick,300
2005-07,Newfoundland and Labrador,198
2005-07,Nova Scotia,383
2005-07,Ontario,4661
2005-07,Prince Edward Island,53
2005-07,Quebec,3187
2005-07,Saskatchewan,394
2005-08,Alberta,1271
2005-08,British Columbia,1672
2005-08,Manitoba,458
2005-08,New Brunswick,300
2005-08,Newfoundland and Labrador,198
2005-08,Nova Scotia,383
2005-08,Ontario,4661
2005-08,Prince Edward Island,53
2005-08,Quebec,3187
2005-08,Saskatchewan,394
2005-09,Alberta,1271
2005-09,British Columbia,1672
2005-09,Manitoba,458
2005-09,New Brunswick,300
2005-09,Newfoundland and Labrador,198
2005-09,Nova Scotia,383
2005-09,Ontario,4661
2005-09,Prince Edward Island,53
2005-09,Quebec,3187
2005-09,Saskatchewan,394
2005-10,Alberta,1271
2005-10,British Columbia,1672
2005-10,Manitoba,458
2005-10,New Brunswick,300
2005-10,Newfoundland and Labrador,198
2005-10,Nova Scotia,383
2005-10,Ontario,4661
2005-10,Prince Edward Island,53
2005-10,Quebec,3187
2005-10,Saskatchewan,394
2005-11,Alberta,1271
