REF_DATE,Province,Number_of_Households
1983-02-28,Alberta,810
1983-02-28,British Columbia,1068
1983-02-28,Manitoba,373
1983-02-28,New Brunswick,226
1983-02-28,Newfoundland and Labrador,155
1983-02-28,Nova Scotia,286
1983-02-28,Ontario,3150
1983-02-28,Prince Edward Island,39
1983-02-28,Quebec,2294
1983-02-28,Saskatchewan,347
1983-03-31,Alberta,810
1983-03-31,British Columbia,1068
1983-03-31,Manitoba,373
1983-03-31,New Brunswick,226
1983-03-31,Newfoundland and Labrador,155
1983-03-31,Nova Scotia,286
1983-03-31,Ontario,3150
1983-03-31,Prince Edward Island,39
1983-03-31,Quebec,2294
1983-03-31,Saskatchewan,347
1983-04-30,Alberta,810
1983-04-30,British Columbia,1068
1983-04-30,Manitoba,373
1983-04-30,New Brunswick,226
1983-04-30,Newfoundland and Labrador,155
1983-04-30,Nova Scotia,286
1983-04-30,Ontario,3150
1983-04-30,Prince Edward Island,39
1983-04-30,Quebec,2294
1983-04-30,Saskatchewan,347
1983-05-31,Alberta,810
1983-05-31,British Columbia,1068
1983-05-31,Manitoba,373
1983-05-31,New Brunswick,226
1983-05-31,Newfoundland and Labrador,155
1983-05-31,Nova Scotia,286
1983-05-31,Ontario,3150
1983-05-31,Prince Edward Island,39
1983-05-31,Quebec,2294
1983-05-31,Saskatchewan,347
1983-06-30,Alberta,810
1983-06-30,British Columbia,1068
1983-06-30,Manitoba,373
1983-06-30,New Brunswick,226
1983-06-30,Newfoundland and Labrador,155
1983-06-30,Nova Scotia,286
1983-06-30,Ontario,3150
1983-06-30,Prince Edward Island,39
1983-06-30,Quebec,2294
1983-06-30,Saskatchewan,347
1983-07-31,Alberta,810
1983-07-31,British Columbia,1068
1983-07-31,Manitoba,373
1983-07-31,New Brunswick,226
1983-07-31,Newfoundland and Labrador,155
1983-07-31,Nova Scotia,286
1983-07-31,Ontario,3150
1983-07-31,Prince Edward Island,39
1983-07-31,Quebec,2294
1983-07-31,Saskatchewan,347
1983-08-31,Alberta,810
1983-08-31,British Columbia,1068
1983-08-31,Manitoba,373
1983-08-31,New Brunswick,226
1983-08-31,Newfoundland and Labrador,155
1983-08-31,Nova Scotia,286
1983-08-31,Ontario,3150
1983-08-31,Prince Edward Island,39
1983-08-31,Quebec,2294
1983-08-31,Saskatchewan,347
1983-09-30,Alberta,810
1983-09-30,British Columbia,1068
1983-09-30,Manitoba,373
1983-09-30,New Brunswick,226
1983-09-30,Newfoundland and Labrador,155
1983-09-30,Nova Scotia,286
1983-09-30,Ontario,3150
1983-09-30,Prince Edward Island,39
1983-09-30,Quebec,2294
1983-09-30,Saskatchewan,347
1983-10-31,Alberta,810
1983-10-31,British Columbia,1068
1983-10-31,Manitoba,373
1983-10-31,New Brunswick,226
1983-10-31,Newfoundland and Labrador,155
1983-10-31,Nova Scotia,286
1983-10-31,Ontario,3150
1983-10-31,Prince Edward Island,39
1983-10-31,Quebec,2294
1983-10-31,Saskatchewan,347
1983-11-30,Alberta,810
1983-11-30,British Columbia,1068
1983-11-30,Manitoba,373
1983-11-30,New Brunswick,226
1983-11-30,Newfoundland and Labrador,155
1983-11-30,Nova Scotia,286
1983-11-30,Ontario,3150
1983-11-30,Prince Edward Island,39
1983-11-30,Quebec,2294
1983-11-30,Saskatchewan,347
1983-12-31,Alberta,810
1983-12-31,British Columbia,1068
1983-12-31,Manitoba,373
1983-12-31,New Brunswick,226
1983-12-31,Newfoundland and Labrador,155
1983-12-31,Nova Scotia,286
1983-12-31,Ontario,3150
1983-12-31,Prince Edward Island,39
1983-12-31,Quebec,2294
1983-12-31,Saskatchewan,347
1984-01-31,Alberta,826
1984-01-31,British Columbia,1089
1984-01-31,Manitoba,380
1984-01-31,New Brunswick,229
1984-01-31,Newfoundland and Labrador,157
1984-01-31,Nova Scotia,291
1984-01-31,Ontario,3209
1984-01-31,Prince Edward Island,40
1984-01-31,Quebec,2336
1984-01-31,Saskatchewan,353
1984-02-29,Alberta,826
1984-02-29,British Columbia,1089
1984-02-29,Manitoba,380
1984-02-29,New Brunswick,229
1984-02-29,Newfoundland and Labrador,157
1984-02-29,Nova Scotia,291
1984-02-29,Ontario,3209
1984-02-29,Prince Edward Island,40
1984-02-29,Quebec,2336
1984-02-29,Saskatchewan,353
1984-03-31,Alberta,826
1984-03-31,British Columbia,1089
1984-03-31,Manitoba,380
1984-03-31,New Brunswick,229
1984-03-31,Newfoundland and Labrador,157
1984-03-31,Nova Scotia,291
1984-03-31,Ontario,3209
1984-03-31,Prince Edward Island,40
1984-03-31,Quebec,2336
1984-03-31,Saskatchewan,353
1984-04-30,Alberta,826
1984-04-30,British Columbia,1089
1984-04-30,Manitoba,380
1984-04-30,New Brunswick,229
1984-04-30,Newfoundland and Labrador,157
1984-04-30,Nova Scotia,291
1984-04-30,Ontario,3209
1984-04-30,Prince Edward Island,40
1984-04-30,Quebec,2336
1984-04-30,Saskatchewan,353
1984-05-31,Alberta,826
1984-05-31,British Columbia,1089
1984-05-31,Manitoba,380
1984-05-31,New Brunswick,229
1984-05-31,Newfoundland and Labrador,157
1984-05-31,Nova Scotia,291
1984-05-31,Ontario,3209
1984-05-31,Prince Edward Island,40
1984-05-31,Quebec,2336
1984-05-31,Saskatchewan,353
1984-06-30,Alberta,826
1984-06-30,British Columbia,1089
1984-06-30,Manitoba,380
1984-06-30,New Brunswick,229
1984-06-30,Newfoundland and Labrador,157
1984-06-30,Nova Scotia,291
1984-06-30,Ontario,3209
1984-06-30,Prince Edward Island,40
1984-06-30,Quebec,2336
1984-06-30,Saskatchewan,353
1984-07-31,Alberta,826
1984-07-31,British Columbia,1089
1984-07-31,Manitoba,380
1984-07-31,New Brunswick,229
1984-07-31,Newfoundland and Labrador,157
1984-07-31,Nova Scotia,291
1984-07-31,Ontario,3209
1984-07-31,Prince Edward Island,40
1984-07-31,Quebec,2336
1984-07-31,Saskatchewan,353
1984-08-31,Alberta,826
1984-08-31,British Columbia,1089
1984-08-31,Manitoba,380
1984-08-31,New Brunswick,229
1984-08-31,Newfoundland and Labrador,157
1984-08-31,Nova Scotia,291
1984-08-31,Ontario,3209
1984-08-31,Prince Edward Island,40
1984-08-31,Quebec,2336
1984-08-31,Saskatchewan,353
1984-09-30,Alberta,826
1984-09-30,British Columbia,1089
1984-09-30,Manitoba,380
1984-09-30,New Brunswick,229
1984-09-30,Newfoundland and Labrador,157
1984-09-30,Nova Scotia,291
1984-09-30,Ontario,3209
1984-09-30,Prince Edward Island,40
1984-09-30,Quebec,2336
1984-09-30,Saskatchewan,353
1984-10-31,Alberta,826
1984-10-31,British Columbia,1089
1984-10-31,Manitoba,380
1984-10-31,New Brunswick,229
1984-10-31,Newfoundland and Labrador,157
1984-10-31,Nova Scotia,291
1984-10-31,Ontario,3209
1984-10-31,Prince Edward Island,40
1984-10-31,Quebec,2336
1984-10-31,Saskatchewan,353
1984-11-30,Alberta,826
1984-11-30,British Columbia,1089
1984-11-30,Manitoba,380
1984-11-30,New Brunswick,229
1984-11-30,Newfoundland and Labrador,157
1984-11-30,Nova Scotia,291
1984-11-30,Ontario,3209
1984-11-30,Prince Edward Island,40
1984-11-30,Quebec,2336
1984-11-30,Saskatchewan,353
1984-12-31,Alberta,826
1984-12-31,British Columbia,1089
1984-12-31,Manitoba,380
1984-12-31,New Brunswick,229
1984-12-31,Newfoundland and Labrador,157
1984-12-31,Nova Scotia,291
1984-12-31,Ontario,3209
1984-12-31,Prince Edward Island,40
1984-12-31,Quebec,2336
1984-12-31,Saskatchewan,353
1985-01-31,Alberta,843
1985-01-31,British Columbia,1111
1985-01-31,Manitoba,386
1985-01-31,New Brunswick,233
1985-01-31,Newfoundland and Labrador,159
1985-01-31,Nova Scotia,296
1985-01-31,Ontario,3269
1985-01-31,Prince Edward Island,40
1985-01-31,Quebec,2379
1985-01-31,Saskatchewan,359
1985-02-28,Alberta,843
1985-02-28,British Columbia,1111
1985-02-28,Manitoba,386
1985-02-28,New Brunswick,233
1985-02-28,Newfoundland and Labrador,159
1985-02-28,Nova Scotia,296
1985-02-28,Ontario,3269
1985-02-28,Prince Edward Island,40
1985-02-28,Quebec,2379
1985-02-28,Saskatchewan,359
1985-03-31,Alberta,843
1985-03-31,British Columbia,1111
1985-03-31,Manitoba,386
1985-03-31,New Brunswick,233
1985-03-31,Newfoundland and Labrador,159
1985-03-31,Nova Scotia,296
1985-03-31,Ontario,3269
1985-03-31,Prince Edward Island,40
1985-03-31,Quebec,2379
1985-03-31,Saskatchewan,359
1985-04-30,Alberta,843
1985-04-30,British Columbia,1111
1985-04-30,Manitoba,386
1985-04-30,New Brunswick,233
1985-04-30,Newfoundland and Labrador,159
1985-04-30,Nova Scotia,296
1985-04-30,Ontario,3269
1985-04-30,Prince Edward Island,40
1985-04-30,Quebec,2379
1985-04-30,Saskatchewan,359
1985-05-31,Alberta,843
1985-05-31,British Columbia,1111
1985-05-31,Manitoba,386
1985-05-31,New Brunswick,233
1985-05-31,Newfoundland and Labrador,159
1985-05-31,Nova Scotia,296
1985-05-31,Ontario,3269
1985-05-31,Prince Edward Island,40
1985-05-31,Quebec,2379
1985-05-31,Saskatchewan,359
1985-06-30,Alberta,843
1985-06-30,British Columbia,1111
1985-06-30,Manitoba,386
1985-06-30,New Brunswick,233
1985-06-30,Newfoundland and Labrador,159
1985-06-30,Nova Scotia,296
1985-06-30,Ontario,3269
1985-06-30,Prince Edward Island,40
1985-06-30,Quebec,2379
1985-06-30,Saskatchewan,359
1985-07-31,Alberta,843
1985-07-31,British Columbia,1111
1985-07-31,Manitoba,386
1985-07-31,New Brunswick,233
1985-07-31,Newfoundland and Labrador,159
1985-07-31,Nova Scotia,296
1985-07-31,Ontario,3269
1985-07-31,Prince Edward Island,40
1985-07-31,Quebec,2379
1985-07-31,Saskatchewan,359
1985-08-31,Alberta,843
1985-08-31,British Columbia,1111
1985-08-31,Manitoba,386
1985-08-31,New Brunswick,233
1985-08-31,Newfoundland and Labrador,159
1985-08-31,Nova Scotia,296
1985-08-31,Ontario,3269
1985-08-31,Prince Edward Island,40
1985-08-31,Quebec,2379
1985-08-31,Saskatchewan,359
1985-09-30,Alberta,843
1985-09-30,British Columbia,1111
1985-09-30,Manitoba,386
1985-09-30,New Brunswick,233
1985-09-30,Newfoundland and Labrador,159
1985-09-30,Nova Scotia,296
1985-09-30,Ontario,3269
1985-09-30,Prince Edward Island,40
1985-09-30,Quebec,2379
1985-09-30,Saskatchewan,359
1985-10-31,Alberta,843
1985-10-31,British Columbia,1111
1985-10-31,Manitoba,386
1985-10-31,New Brunswick,233
1985-10-31,Newfoundland and Labrador,159
1985-10-31,Nova Scotia,296
1985-10-31,Ontario,3269
1985-10-31,Prince Edward Island,40
1985-10-31,Quebec,2379
1985-10-31,Saskatchewan,359
1985-11-30,Alberta,843
1985-11-30,British Columbia,1111
1985-11-30,Manitoba,386
1985-11-30,New Brunswick,233
1985-11-30,Newfoundland and Labrador,159
1985-11-30,Nova Scotia,296
1985-11-30,Ontario,3269
1985-11-30,Prince Edward Island,40
1985-11-30,Quebec,2379
1985-11-30,Saskatchewan,359
1985-12-31,Alberta,843
1985-12-31,British Columbia,1111
1985-12-31,Manitoba,386
1985-12-31,New Brunswick,233
1985-12-31,Newfoundland and Labrador,159
1985-12-31,Nova Scotia,296
1985-12-31,Ontario,3269
1985-12-31,Prince Edward Island,40
1985-12-31,Quebec,2379
1985-12-31,Saskatchewan,359
1986-01-31,Alberta,859
1986-01-31,British Columbia,1132
1986-01-31,Manitoba,392
1986-01-31,New Brunswick,237
1986-01-31,Newfoundland and Labrador,161
1986-01-31,Nova Scotia,301
1986-01-31,Ontario,3329
1986-01-31,Prince Edward Island,41
1986-01-31,Quebec,2421
1986-01-31,Saskatchewan,365
1986-02-28,Alberta,859
1986-02-28,British Columbia,1132
1986-02-28,Manitoba,392
1986-02-28,New Brunswick,237
1986-02-28,Newfoundland and Labrador,161
1986-02-28,Nova Scotia,301
1986-02-28,Ontario,3329
1986-02-28,Prince Edward Island,41
1986-02-28,Quebec,2421
1986-02-28,Saskatchewan,365
1986-03-31,Alberta,859
1986-03-31,British Columbia,1132
1986-03-31,Manitoba,392
1986-03-31,New Brunswick,237
1986-03-31,Newfoundland and Labrador,161
1986-03-31,Nova Scotia,301
1986-03-31,Ontario,3329
1986-03-31,Prince Edward Island,41
1986-03-31,Quebec,2421
1986-03-31,Saskatchewan,365
1986-04-30,Alberta,859
1986-04-30,British Columbia,1132
1986-04-30,Manitoba,392
1986-04-30,New Brunswick,237
1986-04-30,Newfoundland and Labrador,161
1986-04-30,Nova Scotia,301
1986-04-30,Ontario,3329
1986-04-30,Prince Edward Island,41
1986-04-30,Quebec,2421
1986-04-30,Saskatchewan,365
1986-05-31,Alberta,859
1986-05-31,British Columbia,1132
1986-05-31,Manitoba,392
1986-05-31,New Brunswick,237
1986-05-31,Newfoundland and Labrador,161
1986-05-31,Nova Scotia,301
1986-05-31,Ontario,3329
1986-05-31,Prince Edward Island,41
1986-05-31,Quebec,2421
1986-05-31,Saskatchewan,365
1986-06-30,Alberta,859
1986-06-30,British Columbia,1132
1986-06-30,Manitoba,392
1986-06-30,New Brunswick,237
1986-06-30,Newfoundland and Labrador,161
1986-06-30,Nova Scotia,301
1986-06-30,Ontario,3329
1986-06-30,Prince Edward Island,41
1986-06-30,Quebec,2421
1986-06-30,Saskatchewan,365
1986-07-31,Alberta,859
1986-07-31,British Columbia,1132
1986-07-31,Manitoba,392
1986-07-31,New Brunswick,237
1986-07-31,Newfoundland and Labrador,161
1986-07-31,Nova Scotia,301
1986-07-31,Ontario,3329
1986-07-31,Prince Edward Island,41
1986-07-31,Quebec,2421
1986-07-31,Saskatchewan,365
1986-08-31,Alberta,859
1986-08-31,British Columbia,1132
1986-08-31,Manitoba,392
1986-08-31,New Brunswick,237
1986-08-31,Newfoundland and Labrador,161
1986-08-31,Nova Scotia,301
1986-08-31,Ontario,3329
1986-08-31,Prince Edward Island,41
1986-08-31,Quebec,2421
1986-08-31,Saskatchewan,365
1986-09-30,Alberta,859
1986-09-30,British Columbia,1132
1986-09-30,Manitoba,392
1986-09-30,New Brunswick,237
1986-09-30,Newfoundland and Labrador,161
1986-09-30,Nova Scotia,301
1986-09-30,Ontario,3329
1986-09-30,Prince Edward Island,41
1986-09-30,Quebec,2421
1986-09-30,Saskatchewan,365
1986-10-31,Alberta,859
1986-10-31,British Columbia,1132
1986-10-31,Manitoba,392
1986-10-31,New Brunswick,237
1986-10-31,Newfoundland and Labrador,161
1986-10-31,Nova Scotia,301
1986-10-31,Ontario,3329
1986-10-31,Prince Edward Island,41
1986-10-31,Quebec,2421
1986-10-31,Saskatchewan,365
1986-11-30,Alberta,859
1986-11-30,British Columbia,1132
1986-11-30,Manitoba,392
1986-11-30,New Brunswick,237
1986-11-30,Newfoundland and Labrador,161
1986-11-30,Nova Scotia,301
1986-11-30,Ontario,3329
1986-11-30,Prince Edward Island,41
1986-11-30,Quebec,2421
1986-11-30,Saskatchewan,365
1986-12-31,Alberta,859
1986-12-31,British Columbia,1132
1986-12-31,Manitoba,392
1986-12-31,New Brunswick,237
1986-12-31,Newfoundland and Labrador,161
1986-12-31,Nova Scotia,301
1986-12-31,Ontario,3329
1986-12-31,Prince Edward Island,41
1986-12-31,Quebec,2421
1986-12-31,Saskatchewan,365
1987-01-31,Alberta,872
1987-01-31,British Columbia,1161
1987-01-31,Manitoba,396
1987-01-31,New Brunswick,242
1987-01-31,Newfoundland and Labrador,164
1987-01-31,Nova Scotia,307
1987-01-31,Ontario,3414
1987-01-31,Prince Edward Island,42
1987-01-31,Quebec,2476
1987-01-31,Saskatchewan,366
1987-02-28,Alberta,872
1987-02-28,British Columbia,1161
1987-02-28,Manitoba,396
1987-02-28,New Brunswick,242
1987-02-28,Newfoundland and Labrador,164
1987-02-28,Nova Scotia,307
1987-02-28,Ontario,3414
1987-02-28,Prince Edward Island,42
1987-02-28,Quebec,2476
1987-02-28,Saskatchewan,366
1987-03-31,Alberta,872
1987-03-31,British Columbia,1161
1987-03-31,Manitoba,396
1987-03-31,New Brunswick,242
1987-03-31,Newfoundland and Labrador,164
1987-03-31,Nova Scotia,307
1987-03-31,Ontario,3414
1987-03-31,Prince Edward Island,42
1987-03-31,Quebec,2476
1987-03-31,Saskatchewan,366
1987-04-30,Alberta,872
1987-04-30,British Columbia,1161
1987-04-30,Manitoba,396
1987-04-30,New Brunswick,242
1987-04-30,Newfoundland and Labrador,164
1987-04-30,Nova Scotia,307
1987-04-30,Ontario,3414
1987-04-30,Prince Edward Island,42
1987-04-30,Quebec,2476
1987-04-30,Saskatchewan,366
1987-05-31,Alberta,872
1987-05-31,British Columbia,1161
1987-05-31,Manitoba,396
1987-05-31,New Brunswick,242
1987-05-31,Newfoundland and Labrador,164
1987-05-31,Nova Scotia,307
1987-05-31,Ontario,3414
1987-05-31,Prince Edward Island,42
1987-05-31,Quebec,2476
1987-05-31,Saskatchewan,366
1987-06-30,Alberta,872
1987-06-30,British Columbia,1161
1987-06-30,Manitoba,396
1987-06-30,New Brunswick,242
1987-06-30,Newfoundland and Labrador,164
1987-06-30,Nova Scotia,307
1987-06-30,Ontario,3414
1987-06-30,Prince Edward Island,42
1987-06-30,Quebec,2476
1987-06-30,Saskatchewan,366
1987-07-31,Alberta,872
1987-07-31,British Columbia,1161
1987-07-31,Manitoba,396
1987-07-31,New Brunswick,242
1987-07-31,Newfoundland and Labrador,164
1987-07-31,Nova Scotia,307
1987-07-31,Ontario,3414
1987-07-31,Prince Edward Island,42
1987-07-31,Quebec,2476
1987-07-31,Saskatchewan,366
1987-08-31,Alberta,872
1987-08-31,British Columbia,1161
1987-08-31,Manitoba,396
1987-08-31,New Brunswick,242
1987-08-31,Newfoundland and Labrador,164
1987-08-31,Nova Scotia,307
1987-08-31,Ontario,3414
1987-08-31,Prince Edward Island,42
1987-08-31,Quebec,2476
1987-08-31,Saskatchewan,366
1987-09-30,Alberta,872
1987-09-30,British Columbia,1161
1987-09-30,Manitoba,396
1987-09-30,New Brunswick,242
1987-09-30,Newfoundland and Labrador,164
1987-09-30,Nova Scotia,307
1987-09-30,Ontario,3414
1987-09-30,Prince Edward Island,42
1987-09-30,Quebec,2476
1987-09-30,Saskatchewan,366
1987-10-31,Alberta,872
1987-10-31,British Columbia,1161
1987-10-31,Manitoba,396
1987-10-31,New Brunswick,242
1987-10-31,Newfoundland and Labrador,164
1987-10-31,Nova Scotia,307
1987-10-31,Ontario,3414
1987-10-31,Prince Edward Island,42
1987-10-31,Quebec,2476
1987-10-31,Saskatchewan,366
1987-11-30,Alberta,872
1987-11-30,British Columbia,1161
1987-11-30,Manitoba,396
1987-11-30,New Brunswick,242
1987-11-30,Newfoundland and Labrador,164
1987-11-30,Nova Scotia,307
1987-11-30,Ontario,3414
1987-11-30,Prince Edward Island,42
1987-11-30,Quebec,2476
1987-11-30,Saskatchewan,366
1987-12-31,Alberta,872
1987-12-31,British Columbia,1161
1987-12-31,Manitoba,396
1987-12-31,New Brunswick,242
1987-12-31,Newfoundland and Labrador,164
1987-12-31,Nova Scotia,307
1987-12-31,Ontario,3414
1987-12-31,Prince Edward Island,42
1987-12-31,Quebec,2476
1987-12-31,Saskatchewan,366
1988-01-31,Alberta,886
1988-01-31,British Columbia,1190
1988-01-31,Manitoba,400
1988-01-31,New Brunswick,247
1988-01-31,Newfoundland and Labrador,168
1988-01-31,Nova Scotia,313
1988-01-31,Ontario,3498
1988-01-31,Prince Edward Island,43
1988-01-31,Quebec,2531
1988-01-31,Saskatchewan,366
1988-02-29,Alberta,886
1988-02-29,British Columbia,1190
1988-02-29,Manitoba,400
1988-02-29,New Brunswick,247
1988-02-29,Newfoundland and Labrador,168
1988-02-29,Nova Scotia,313
1988-02-29,Ontario,3498
1988-02-29,Prince Edward Island,43
1988-02-29,Quebec,2531
1988-02-29,Saskatchewan,366
1988-03-31,Alberta,886
1988-03-31,British Columbia,1190
1988-03-31,Manitoba,400
1988-03-31,New Brunswick,247
1988-03-31,Newfoundland and Labrador,168
1988-03-31,Nova Scotia,313
1988-03-31,Ontario,3498
1988-03-31,Prince Edward Island,43
1988-03-31,Quebec,2531
1988-03-31,Saskatchewan,366
1988-04-30,Alberta,886
1988-04-30,British Columbia,1190
1988-04-30,Manitoba,400
1988-04-30,New Brunswick,247
1988-04-30,Newfoundland and Labrador,168
1988-04-30,Nova Scotia,313
1988-04-30,Ontario,3498
1988-04-30,Prince Edward Island,43
1988-04-30,Quebec,2531
1988-04-30,Saskatchewan,366
1988-05-31,Alberta,886
1988-05-31,British Columbia,1190
1988-05-31,Manitoba,400
1988-05-31,New Brunswick,247
1988-05-31,Newfoundland and Labrador,168
1988-05-31,Nova Scotia,313
1988-05-31,Ontario,3498
1988-05-31,Prince Edward Island,43
1988-05-31,Quebec,2531
1988-05-31,Saskatchewan,366
1988-06-30,Alberta,886
1988-06-30,British Columbia,1190
1988-06-30,Manitoba,400
1988-06-30,New Brunswick,247
1988-06-30,Newfoundland and Labrador,168
1988-06-30,Nova Scotia,313
1988-06-30,Ontario,3498
1988-06-30,Prince Edward Island,43
1988-06-30,Quebec,2531
1988-06-30,Saskatchewan,366
1988-07-31,Alberta,886
1988-07-31,British Columbia,1190
1988-07-31,Manitoba,400
1988-07-31,New Brunswick,247
1988-07-31,Newfoundland and Labrador,168
1988-07-31,Nova Scotia,313
1988-07-31,Ontario,3498
1988-07-31,Prince Edward Island,43
1988-07-31,Quebec,2531
1988-07-31,Saskatchewan,366
1988-08-31,Alberta,886
1988-08-31,British Columbia,1190
1988-08-31,Manitoba,400
1988-08-31,New Brunswick,247
1988-08-31,Newfoundland and Labrador,168
1988-08-31,Nova Scotia,313
1988-08-31,Ontario,3498
1988-08-31,Prince Edward Island,43
1988-08-31,Quebec,2531
1988-08-31,Saskatchewan,366
1988-09-30,Alberta,886
1988-09-30,British Columbia,1190
1988-09-30,Manitoba,400
1988-09-30,New Brunswick,247
1988-09-30,Newfoundland and Labrador,168
1988-09-30,Nova Scotia,313
1988-09-30,Ontario,3498
1988-09-30,Prince Edward Island,43
1988-09-30,Quebec,2531
1988-09-30,Saskatchewan,366
1988-10-31,Alberta,886
1988-10-31,British Columbia,1190
1988-10-31,Manitoba,400
1988-10-31,New Brunswick,247
1988-10-31,Newfoundland and Labrador,168
1988-10-31,Nova Scotia,313
1988-10-31,Ontario,3498
1988-10-31,Prince Edward Island,43
1988-10-31,Quebec,2531
1988-10-31,Saskatchewan,366
1988-11-30,Alberta,886
1988-11-30,British Columbia,1190
1988-11-30,Manitoba,400
1988-11-30,New Brunswick,247
1988-11-30,Newfoundland and Labrador,168
1988-11-30,Nova Scotia,313
1988-11-30,Ontario,3498
1988-11-30,Prince Edward Island,43
1988-11-30,Quebec,2531
1988-11-30,Saskatchewan,366
1988-12-31,Alberta,886
1988-12-31,British Columbia,1190
1988-12-31,Manitoba,400
1988-12-31,New Brunswick,247
1988-12-31,Newfoundland and Labrador,168
1988-12-31,Nova Scotia,313
1988-12-31,Ontario,3498
1988-12-31,Prince Edward Island,43
1988-12-31,Quebec,2531
1988-12-31,Saskatchewan,366
1989-01-31,Alberta,899
1989-01-31,British Columbia,1219
1989-01-31,Manitoba,403
1989-01-31,New Brunswick,251
1989-01-31,Newfoundland and Labrador,171
1989-01-31,Nova Scotia,318
1989-01-31,Ontario,3583
1989-01-31,Prince Edward Island,43
1989-01-31,Quebec,2587
