REF_DATE,GEO,Housing estimates,VALUE
1995-10,Ontario,Housing starts,2051.0
1995-10,Ontario,Housing starts,1990.0
1995-10,Ontario,Housing under construction,21947.0
1995-10,Ontario,Housing under construction,9538.0
1995-10,Ontario,Housing under construction,12409.0
1995-10,Ontario,Housing under construction,1150.0
1995-10,Ontario,Housing under construction,3645.0
1995-10,Ontario,Housing under construction,7614.0
1995-10,Ontario,Housing completions,8830.0
1995-10,Ontario,Housing completions,5690.0
1995-10,Ontario,Housing completions,3140.0
1995-10,Ontario,Housing completions,634.0
1995-10,Ontario,Housing completions,1443.0
1995-10,Ontario,Housing completions,1063.0
1995-10,British Columbia,Housing starts,6558.0
1995-10,British Columbia,Housing starts,25.6
1995-10,British Columbia,Housing starts,3143.0
1995-10,British Columbia,Housing starts,3415.0
1995-10,British Columbia,Housing starts,424.0
1995-10,British Columbia,Housing starts,812.0
1995-10,British Columbia,Housing starts,2179.0
1995-10,British Columbia,Housing under construction,20250.0
1995-10,British Columbia,Housing under construction,7665.0
1995-10,British Columbia,Housing under construction,12585.0
1995-10,British Columbia,Housing under construction,1145.0
1995-10,British Columbia,Housing under construction,2297.0
1995-10,British Columbia,Housing under construction,9143.0
1995-10,British Columbia,Housing completions,8902.0
1995-10,British Columbia,Housing completions,3383.0
1995-10,British Columbia,Housing completions,5519.0
1995-10,British Columbia,Housing completions,451.0
1995-10,British Columbia,Housing completions,689.0
1995-10,British Columbia,Housing completions,4379.0
1996-01,Canada,Housing starts,16642.0
1996-01,Canada,Housing starts,109.2
1996-01,Canada,Housing starts,9227.0
1996-01,Canada,Housing starts,66.3
1996-01,Canada,Housing starts,7415.0
1996-01,Canada,Housing starts,42.9
1996-01,Canada,Housing starts,1179.0
1996-01,Canada,Housing starts,1959.0
1996-01,Canada,Housing starts,4277.0
1996-01,Canada,Housing under construction,56759.0
1996-01,Canada,Housing under construction,24746.0
1996-01,Canada,Housing under construction,32013.0
1996-01,Canada,Housing under construction,3288.0
1996-01,Canada,Housing under construction,7368.0
1996-01,Canada,Housing under construction,21357.0
1996-01,Canada,Housing completions,21785.0
1996-01,Canada,Housing completions,12583.0
1996-01,Canada,Housing completions,9202.0
1996-01,Canada,Housing completions,1357.0
1996-01,Canada,Housing completions,2430.0
1996-01,Canada,Housing completions,5415.0
1996-01,Quebec,Housing starts,2845.0
1996-01,Quebec,Housing starts,21.6
1996-01,Quebec,Housing starts,1424.0
1996-01,Quebec,Housing starts,1421.0
1996-01,Quebec,Housing starts,423.0
1996-01,Quebec,Housing starts,159.0
1996-01,Quebec,Housing starts,839.0
1996-01,Quebec,Housing under construction,5896.0
1996-01,Quebec,Housing under construction,2309.0
1996-01,Quebec,Housing under construction,3587.0
1996-01,Quebec,Housing under construction,624.0
1996-01,Quebec,Housing under construction,412.0
1996-01,Quebec,Housing under construction,2551.0
1996-01,Quebec,Housing completions,2771.0
1996-01,Quebec,Housing completions,1798.0
1996-01,Quebec,Housing completions,973.0
1996-01,Quebec,Housing completions,200.0
1996-01,Quebec,Housing completions,80.0
1996-01,Quebec,Housing completions,693.0
1996-01,Ontario,Housing starts,5189.0
1996-01,Ontario,Housing starts,35.0
1996-01,Ontario,Housing starts,2968.0
1996-01,Ontario,Housing starts,2221.0
1996-01,Ontario,Housing starts,292.0
1996-01,Ontario,Housing starts,913.0
1996-01,Ontario,Housing starts,1016.0
1996-01,Ontario,Housing under construction,19404.0
1996-01,Ontario,Housing under construction,8346.0
1996-01,Ontario,Housing under construction,11058.0
1996-01,Ontario,Housing under construction,911.0
1996-01,Ontario,Housing under construction,3382.0
1996-01,Ontario,Housing under construction,6765.0
1996-01,Ontario,Housing completions,7889.0
1996-01,Ontario,Housing completions,4139.0
1996-01,Ontario,Housing completions,3750.0
1996-01,Ontario,Housing completions,531.0
1996-01,Ontario,Housing completions,1185.0
1996-01,Ontario,Housing completions,2034.0
1996-01,British Columbia,Housing starts,4859.0
1996-01,British Columbia,Housing starts,25.2
1996-01,British Columbia,Housing starts,2115.0
1996-01,British Columbia,Housing starts,2744.0
1996-01,British Columbia,Housing starts,260.0
1996-01,British Columbia,Housing starts,656.0
1996-01,British Columbia,Housing starts,1828.0
1996-01,British Columbia,Housing under construction,19594.0
1996-01,British Columbia,Housing under construction,7296.0
1996-01,British Columbia,Housing under construction,12298.0
1996-01,British Columbia,Housing under construction,1114.0
1996-01,British Columbia,Housing under construction,2180.0
1996-01,British Columbia,Housing under construction,9004.0
1996-01,British Columbia,Housing completions,5397.0
1996-01,British Columbia,Housing completions,2465.0
1996-01,British Columbia,Housing completions,2932.0
1996-01,British Columbia,Housing completions,297.0
1996-01,British Columbia,Housing completions,797.0
1996-01,British Columbia,Housing completions,1838.0
1996-04,Canada,Housing starts,38435.0
1996-04,Canada,Housing starts,124.4
1996-04,Canada,Housing starts,25697.0
1996-04,Canada,Housing starts,79.3
1996-04,Canada,Housing starts,12738.0
1996-04,Canada,Housing starts,45.1
1996-04,Canada,Housing starts,3239.0
1996-04,Canada,Housing starts,3505.0
1996-04,Canada,Housing starts,5994.0
1996-04,Canada,Housing under construction,69557.0
1996-04,Canada,Housing under construction,36162.0
1996-04,Canada,Housing under construction,33395.0
1996-04,Canada,Housing under construction,4443.0
1996-04,Canada,Housing under construction,7830.0
1996-04,Canada,Housing under construction,21122.0
1996-04,Canada,Housing completions,25594.0
1996-04,Canada,Housing completions,14227.0
1996-04,Canada,Housing completions,11367.0
1996-04,Canada,Housing completions,2132.0
1996-04,Canada,Housing completions,3094.0
1996-04,Canada,Housing completions,6141.0
1996-04,Quebec,Housing starts,9726.0
1996-04,Quebec,Housing starts,23.6
1996-04,Quebec,Housing starts,6636.0
1996-04,Quebec,Housing starts,3090.0
1996-04,Quebec,Housing starts,1045.0
1996-04,Quebec,Housing starts,504.0
1996-04,Quebec,Housing starts,1541.0
1996-04,Quebec,Housing under construction,10425.0
1996-04,Quebec,Housing under construction,5873.0
1996-04,Quebec,Housing under construction,4552.0
1996-04,Quebec,Housing under construction,929.0
1996-04,Quebec,Housing under construction,689.0
1996-04,Quebec,Housing under construction,2934.0
1996-04,Quebec,Housing completions,5242.0
1996-04,Quebec,Housing completions,3073.0
1996-04,Quebec,Housing completions,2169.0
1996-04,Quebec,Housing completions,748.0
1996-04,Quebec,Housing completions,271.0
1996-04,Quebec,Housing completions,1150.0
1996-04,Ontario,Housing starts,12051.0
1996-04,Ontario,Housing starts,42.4
1996-04,Ontario,Housing starts,7999.0
1996-04,Ontario,Housing starts,4052.0
1996-04,Ontario,Housing starts,1191.0
1996-04,Ontario,Housing starts,1773.0
1996-04,Ontario,Housing starts,1088.0
1996-04,Ontario,Housing under construction,23494.0
1996-04,Ontario,Housing under construction,12076.0
1996-04,Ontario,Housing under construction,11418.0
1996-04,Ontario,Housing under construction,1573.0
1996-04,Ontario,Housing under construction,3669.0
1996-04,Ontario,Housing under construction,6176.0
1996-04,Ontario,Housing completions,7948.0
1996-04,Ontario,Housing completions,4241.0
1996-04,Ontario,Housing completions,3707.0
1996-04,Ontario,Housing completions,535.0
1996-04,Ontario,Housing completions,1477.0
1996-04,Ontario,Housing completions,1695.0
1996-04,British Columbia,Housing starts,7637.0
1996-04,British Columbia,Housing starts,28.0
1996-04,British Columbia,Housing starts,3774.0
1996-04,British Columbia,Housing starts,3863.0
1996-04,British Columbia,Housing starts,439.0
1996-04,British Columbia,Housing starts,738.0
1996-04,British Columbia,Housing starts,2686.0
1996-04,British Columbia,Housing under construction,20663.0
1996-04,British Columbia,Housing under construction,8253.0
1996-04,British Columbia,Housing under construction,12410.0
1996-04,British Columbia,Housing under construction,1069.0
1996-04,British Columbia,Housing under construction,2041.0
1996-04,British Columbia,Housing under construction,9300.0
1996-04,British Columbia,Housing completions,6505.0
1996-04,British Columbia,Housing completions,2796.0
1996-04,British Columbia,Housing completions,3709.0
1996-04,British Columbia,Housing completions,522.0
1996-04,British Columbia,Housing completions,886.0
1996-04,British Columbia,Housing completions,2301.0
1996-07,Canada,Housing starts,37190.0
1996-07,Canada,Housing starts,127.8
1996-07,Canada,Housing starts,23597.0
1996-07,Canada,Housing starts,79.1
1996-07,Canada,Housing starts,13593.0
1996-07,Canada,Housing starts,48.7
1996-07,Canada,Housing starts,2382.0
1996-07,Canada,Housing starts,4731.0
1996-07,Canada,Housing starts,6480.0
1996-07,Canada,Housing under construction,69493.0
1996-07,Canada,Housing under construction,36107.0
1996-07,Canada,Housing under construction,33386.0
1996-07,Canada,Housing under construction,4055.0
1996-07,Canada,Housing under construction,8714.0
1996-07,Canada,Housing under construction,20617.0
1996-07,Canada,Housing completions,37086.0
1996-07,Canada,Housing completions,23500.0
1996-07,Canada,Housing completions,13586.0
1996-07,Canada,Housing completions,2820.0
1996-07,Canada,Housing completions,3775.0
1996-07,Canada,Housing completions,6991.0
1996-07,Quebec,Housing starts,5051.0
1996-07,Quebec,Housing starts,21.2
1996-07,Quebec,Housing starts,3636.0
1996-07,Quebec,Housing starts,1415.0
1996-07,Quebec,Housing starts,427.0
1996-07,Quebec,Housing starts,155.0
1996-07,Quebec,Housing starts,833.0
1996-07,Quebec,Housing under construction,5857.0
1996-07,Quebec,Housing under construction,3376.0
1996-07,Quebec,Housing under construction,2481.0
1996-07,Quebec,Housing under construction,333.0
1996-07,Quebec,Housing under construction,306.0
1996-07,Quebec,Housing under construction,1842.0
1996-07,Quebec,Housing completions,9552.0
1996-07,Quebec,Housing completions,6057.0
1996-07,Quebec,Housing completions,3495.0
1996-07,Quebec,Housing completions,1063.0
1996-07,Quebec,Housing completions,512.0
1996-07,Quebec,Housing completions,1920.0
1996-07,Ontario,Housing starts,13474.0
1996-07,Ontario,Housing starts,44.5
1996-07,Ontario,Housing starts,8572.0
1996-07,Ontario,Housing starts,4902.0
1996-07,Ontario,Housing starts,909.0
1996-07,Ontario,Housing starts,2976.0
1996-07,Ontario,Housing starts,1017.0
1996-07,Ontario,Housing under construction,25522.0
1996-07,Ontario,Housing under construction,12758.0
1996-07,Ontario,Housing under construction,12764.0
1996-07,Ontario,Housing under construction,1694.0
1996-07,Ontario,Housing under construction,5088.0
1996-07,Ontario,Housing under construction,5982.0
1996-07,Ontario,Housing completions,11424.0
1996-07,Ontario,Housing completions,7852.0
1996-07,Ontario,Housing completions,3572.0
1996-07,Ontario,Housing completions,787.0
1996-07,Ontario,Housing completions,1579.0
1996-07,Ontario,Housing completions,1206.0
1996-07,British Columbia,Housing starts,9002.0
1996-07,British Columbia,Housing starts,30.6
1996-07,British Columbia,Housing starts,3773.0
1996-07,British Columbia,Housing starts,5229.0
1996-07,British Columbia,Housing starts,506.0
1996-07,British Columbia,Housing starts,1065.0
1996-07,British Columbia,Housing starts,3658.0
1996-07,British Columbia,Housing under construction,21725.0
1996-07,British Columbia,Housing under construction,8806.0
1996-07,British Columbia,Housing under construction,12919.0
1996-07,British Columbia,Housing under construction,1098.0
1996-07,British Columbia,Housing under construction,1914.0
1996-07,British Columbia,Housing under construction,9907.0
1996-07,British Columbia,Housing completions,7900.0
1996-07,British Columbia,Housing completions,3208.0
1996-07,British Columbia,Housing completions,4692.0
1996-07,British Columbia,Housing completions,482.0
1996-07,British Columbia,Housing completions,1163.0
1996-07,British Columbia,Housing completions,3047.0
1996-10,Canada,Housing starts,32446.0
1996-10,Canada,Housing starts,131.8
1996-10,Canada,Housing starts,19475.0
1996-10,Canada,Housing starts,81.6
1996-10,Canada,Housing starts,12971.0
1996-10,Canada,Housing starts,50.2
1996-10,Canada,Housing starts,2505.0
1996-10,Canada,Housing starts,4155.0
1996-10,Canada,Housing starts,6311.0
1996-10,Canada,Housing under construction,70670.0
1996-10,Canada,Housing under construction,35111.0
1996-10,Canada,Housing under construction,35559.0
1996-10,Canada,Housing under construction,4340.0
1996-10,Canada,Housing under construction,10220.0
1996-10,Canada,Housing under construction,20999.0
1996-10,Canada,Housing completions,33369.0
1996-10,Canada,Housing completions,21199.0
1996-10,Canada,Housing completions,12170.0
1996-10,Canada,Housing completions,2319.0
1996-10,Canada,Housing completions,3995.0
1996-10,Canada,Housing completions,5856.0
1996-10,Quebec,Housing starts,5598.0
1996-10,Quebec,Housing starts,26.3
1996-10,Quebec,Housing starts,3122.0
1996-10,Quebec,Housing starts,2476.0
1996-10,Quebec,Housing starts,489.0
1996-10,Quebec,Housing starts,276.0
1996-10,Quebec,Housing starts,1711.0
1996-10,Quebec,Housing under construction,6784.0
1996-10,Quebec,Housing under construction,3248.0
1996-10,Quebec,Housing under construction,3536.0
1996-10,Quebec,Housing under construction,431.0
1996-10,Quebec,Housing under construction,368.0
1996-10,Quebec,Housing under construction,2737.0
1996-10,Quebec,Housing completions,4629.0
1996-10,Quebec,Housing completions,3238.0
1996-10,Quebec,Housing completions,1391.0
1996-10,Quebec,Housing completions,391.0
1996-10,Quebec,Housing completions,194.0
1996-10,Quebec,Housing completions,806.0
1996-10,Ontario,Housing starts,12348.0
1996-10,Ontario,Housing starts,46.6
1996-10,Ontario,Housing starts,7480.0
1996-10,Ontario,Housing starts,4868.0
1996-10,Ontario,Housing starts,956.0
1996-10,Ontario,Housing starts,2462.0
1996-10,Ontario,Housing starts,1450.0
1996-10,Ontario,Housing under construction,24447.0
1996-10,Ontario,Housing under construction,12462.0
1996-10,Ontario,Housing under construction,11985.0
1996-10,Ontario,Housing under construction,1640.0
1996-10,Ontario,Housing under construction,5099.0
1996-10,Ontario,Housing under construction,5246.0
1996-10,Ontario,Housing completions,13468.0
1996-10,Ontario,Housing completions,7767.0
1996-10,Ontario,Housing completions,5701.0
1996-10,Ontario,Housing completions,1004.0
1996-10,Ontario,Housing completions,2414.0
1996-10,Ontario,Housing completions,2283.0
1996-10,British Columbia,Housing starts,6143.0
1996-10,British Columbia,Housing starts,25.7
1996-10,British Columbia,Housing starts,2785.0
1996-10,British Columbia,Housing starts,3358.0
1996-10,British Columbia,Housing starts,323.0
1996-10,British Columbia,Housing starts,905.0
1996-10,British Columbia,Housing starts,2130.0
1996-10,British Columbia,Housing under construction,23878.0
1996-10,British Columbia,Housing under construction,9131.0
1996-10,British Columbia,Housing under construction,14747.0
1996-10,British Columbia,Housing under construction,1155.0
1996-10,British Columbia,Housing under construction,3421.0
1996-10,British Columbia,Housing under construction,10171.0
1996-10,British Columbia,Housing completions,6118.0
